ignore,id,doc,toc,year,filcount,discount
11217,12115,3,2,1989,914,918
11218,12115,3,3,1989,0,0
11219,12057,3,5,1989,9926,10604
11220,12057,3,1,1989,3606,3970
11221,12057,3,4,1989,249,266
11222,12057,3,2,1989,8201,8271
11223,12057,3,3,1989,4,11
11224,12005,3,5,1989,2141,2300
11225,12005,3,1,1989,422,436
11226,12005,3,4,1989,172,155
11227,12005,3,2,1989,328,275
11228,12005,3,3,1989,0,0
11229,12013,3,5,1989,277,209
11230,12013,3,1,1989,16,3
11231,12013,3,4,1989,17,10
11232,12013,3,2,1989,3,2
11233,12013,3,3,1989,0,1
11234,12045,3,5,1989,326,286
11235,12045,3,1,1989,22,24
11236,12045,3,4,1989,26,23
11237,12045,3,2,1989,8,6
11238,12045,3,3,1989,0,3
11239,12059,3,5,1989,280,234
11240,12059,3,1,1989,72,70
11241,12059,3,4,1989,22,14
11242,12059,3,2,1989,7,7
11243,12059,3,3,1989,0,0
11244,12063,3,5,1989,802,932
11245,12063,3,1,1989,73,93
11246,12063,3,4,1989,75,75
11247,12063,3,2,1989,46,48
11248,12063,3,3,1989,0,1
11249,12133,3,5,1989,199,239
11250,12133,3,1,1989,14,12
11251,12133,3,4,1989,31,22
11252,12133,3,2,1989,8,4
11253,12133,3,3,1989,0,2
11254,12099,3,5,1989,11946,16501
11255,12099,3,1,1989,3221,3881
11256,12099,3,4,1989,113,138
11257,12099,3,2,1989,6544,9460
11258,12099,3,3,1989,4,6
11259,12087,3,5,1989,1095,942
11260,12087,3,1,1989,177,161
11261,12087,3,4,1989,0,1
11262,12087,3,2,1989,384,251
11263,12087,3,3,1989,1,0
11264,12011,3,5,1989,19485,21501
11265,12011,3,1,1989,6462,6713
11266,12011,3,4,1989,228,154
11267,12011,3,2,1989,12677,12636
11268,12011,3,3,1989,0,24
11269,12009,3,5,1989,4761,4480
11270,12009,3,1,1989,1054,1012
11271,12009,3,4,1989,35,24
11272,12009,3,2,1989,2248,2253
11273,12009,3,3,1989,0,6
11274,12117,3,5,1989,3043,3253
11275,12117,3,1,1989,782,719
11276,12117,3,4,1989,74,100
11277,12117,3,2,1989,2233,2320
11278,12117,3,3,1989,5,7
11279,12061,3,5,1989,995,918
11280,12061,3,1,1989,152,106
11281,12061,3,4,1989,3,2
11282,12061,3,2,1989,226,131
11283,12061,3,3,1989,9,10
11284,12085,3,5,1989,1212,1696
11285,12085,3,1,1989,224,275
11286,12085,3,4,1989,22,26
11287,12085,3,2,1989,174,123
11288,12085,3,3,1989,0,0
11289,12093,3,5,1989,342,298
11290,12093,3,1,1989,64,103
11291,12093,3,4,1989,4,4
11292,12093,3,2,1989,66,110
11293,12093,3,3,1989,0,0
11294,12111,3,5,1989,2070,2190
11295,12111,3,1,1989,431,355
11296,12111,3,4,1989,69,74
11297,12111,3,2,1989,1788,1862
11298,12111,3,3,1989,0,0
11299,12015,3,5,1989,1188,1243
11300,12015,3,1,1989,255,155
11301,12015,3,4,1989,11,0
11302,12015,3,2,1989,328,156
11303,12015,3,3,1989,3,0
11304,12021,3,5,1989,2251,2092
11305,12021,3,1,1989,295,247
11306,12021,3,4,1989,11,10
11307,12021,3,2,1989,718,537
11308,12021,3,3,1989,2,6
11309,12043,3,5,1989,27,22
11310,12043,3,1,1989,2,0
11311,12043,3,4,1989,2,0
11312,12043,3,2,1989,14,3
11313,12043,3,3,1989,0,0
11314,12051,3,5,1989,454,261
11315,12051,3,1,1989,52,34
11316,12051,3,4,1989,6,1
11317,12051,3,2,1989,98,26
11318,12051,3,3,1989,0,0
11319,12071,3,5,1989,5308,4481
11320,12071,3,1,1989,908,971
11321,12071,3,4,1989,73,34
11322,12071,3,2,1989,1627,1768
11323,12071,3,3,1989,2,4
11324,12033,4,2,1989,5878,5784
11325,12033,4,4,1989,17023,14879
11326,12033,4,1,1989,972,1067
11327,12033,4,3,1989,232,203
11328,12091,4,2,1989,2254,2009
11329,12091,4,4,1989,4279,2395
11330,12091,4,1,1989,41,34
11331,12091,4,3,1989,31,25
11332,12113,4,2,1989,1373,1280
11333,12113,4,4,1989,2422,1206
11334,12113,4,1,1989,296,284
11335,12113,4,3,1989,1,0
11336,12131,4,2,1989,737,684
11337,12131,4,4,1989,517,331
11338,12131,4,1,1989,7,2
11339,12131,4,3,1989,0,0
11340,12037,4,2,1989,1011,938
11341,12037,4,4,1989,25,20
11342,12037,4,1,1989,14,13
11343,12037,4,3,1989,10,7
11344,12039,4,2,1989,1083,1002
11345,12039,4,4,1989,386,302
11346,12039,4,1,1989,2,0
11347,12039,4,3,1989,0,0
11348,12065,4,2,1989,285,248
11349,12065,4,4,1989,44,47
11350,12065,4,1,1989,0,0
11351,12065,4,3,1989,0,0
11352,12073,4,2,1989,4281,4739
11353,12073,4,4,1989,6144,3278
11354,12073,4,1,1989,476,449
11355,12073,4,3,1989,20,38
11356,12077,4,2,1989,150,132
11357,12077,4,4,1989,22,3
11358,12077,4,1,1989,0,0
11359,12077,4,3,1989,0,0
11360,12129,4,2,1989,509,465
11361,12129,4,4,1989,44,40
11362,12129,4,1,1989,13,11
11363,12129,4,3,1989,0,0
11364,12023,4,2,1989,1761,1906
11365,12023,4,4,1989,565,643
11366,12023,4,1,1989,36,36
11367,12023,4,3,1989,3,10
11368,12029,4,2,1989,501,431
11369,12029,4,4,1989,83,32
11370,12029,4,1,1989,51,44
11371,12029,4,3,1989,0,0
11372,12047,4,2,1989,844,786
11373,12047,4,4,1989,70,53
11374,12047,4,1,1989,0,0
11375,12047,4,3,1989,0,0
11376,12067,4,2,1989,113,109
11377,12067,4,4,1989,4,2
11378,12067,4,1,1989,0,0
11379,12067,4,3,1989,0,0
11380,12079,4,2,1989,583,555
11381,12079,4,4,1989,54,24
11382,12079,4,1,1989,0,0
11383,12079,4,3,1989,0,0
11384,12121,4,2,1989,1003,842
11385,12121,4,4,1989,349,54
11386,12121,4,1,1989,1,1
11387,12121,4,3,1989,5,4
11388,12123,4,2,1989,810,573
11389,12123,4,4,1989,204,113
11390,12123,4,1,1989,5,0
11391,12123,4,3,1989,0,0
11392,12019,4,2,1989,1542,1433
11393,12019,4,4,1989,618,403
11394,12019,4,1,1989,46,33
11395,12019,4,3,1989,1,0
11396,12031,4,2,1989,23349,21311
11397,12031,4,4,1989,11586,3986
11398,12031,4,1,1989,0,0
11399,12031,4,3,1989,1537,1460
11400,12089,4,2,1989,1217,1229
11401,12089,4,4,1989,300,149
11402,12089,4,1,1989,168,137
11403,12089,4,3,1989,350,29
11404,12017,4,2,1989,1220,1310
11405,12017,4,4,1989,156,170
11406,12017,4,1,1989,30,30
11407,12017,4,3,1989,14,13
11408,12053,4,2,1989,1366,1443
11409,12053,4,4,1989,227,128
11410,12053,4,1,1989,312,282
11411,12053,4,3,1989,13,13
11412,12069,4,2,1989,2431,2174
11413,12069,4,4,1989,418,378
11414,12069,4,1,1989,27,22
11415,12069,4,3,1989,43,55
11416,12083,4,2,1989,3246,3337
11417,12083,4,4,1989,1284,1014
11418,12083,4,1,1989,252,225
11419,12083,4,3,1989,101,96
11420,12119,4,2,1989,461,484
11421,12119,4,4,1989,54,43
11422,12119,4,1,1989,5,4
11423,12119,4,3,1989,298,316
11424,12101,4,2,1989,3236,3025
11425,12101,4,4,1989,340,221
11426,12101,4,1,1989,53,60
11427,12101,4,3,1989,11,4
11428,12103,4,2,1989,19555,18001
11429,12103,4,4,1989,100,610
11430,12103,4,1,1989,899,862
11431,12103,4,3,1989,4455,4493
11432,12035,4,2,1989,1132,818
11433,12035,4,4,1989,214,72
11434,12035,4,1,1989,0,1
11435,12035,4,3,1989,35,25
11436,12107,4,2,1989,2093,2103
11437,12107,4,4,1989,612,553
11438,12107,4,1,1989,42,35
11439,12107,4,3,1989,0,0
11440,12109,4,2,1989,2601,1992
11441,12109,4,4,1989,676,279
11442,12109,4,1,1989,300,247
11443,12109,4,3,1989,240,205
11444,12127,4,2,1989,16290,15015
11445,12127,4,4,1989,2230,1152
11446,12127,4,1,1989,2662,2372
11447,12127,4,3,1989,4022,3836
11448,12001,4,2,1989,5817,5562
11449,12001,4,4,1989,3224,2336
11450,12001,4,1,1989,60,53
11451,12001,4,3,1989,740,800
11452,12003,4,2,1989,561,529
11453,12003,4,4,1989,165,47
11454,12003,4,1,1989,0,6
11455,12003,4,3,1989,59,46
11456,12007,4,2,1989,734,460
11457,12007,4,4,1989,412,113
11458,12007,4,1,1989,0,0
11459,12007,4,3,1989,22,40
11460,12041,4,2,1989,290,272
11461,12041,4,4,1989,47,33
11462,12041,4,1,1989,0,0
11463,12041,4,3,1989,4,2
11464,12075,4,2,1989,751,477
11465,12075,4,4,1989,212,131
11466,12075,4,1,1989,0,0
11467,12075,4,3,1989,1,0
11468,12125,4,2,1989,144,109
11469,12125,4,4,1989,129,58
11470,12125,4,1,1989,2,0
11471,12125,4,3,1989,0,0
11472,12095,4,2,1989,16649,12403
11473,12095,4,4,1989,1119,750
11474,12095,4,1,1989,444,400
11475,12095,4,3,1989,3627,3467
11476,12097,4,2,1989,2846,2941
11477,12097,4,4,1989,75,30
11478,12097,4,1,1989,55,60
11479,12097,4,3,1989,33,34
11480,12049,4,2,1989,480,569
11481,12049,4,4,1989,57,22
11482,12049,4,1,1989,5,5
11483,12049,4,3,1989,10,10
11484,12055,4,2,1989,1199,1040
11485,12055,4,4,1989,200,160
11486,12055,4,1,1989,192,158
11487,12055,4,3,1989,19,10
11488,12105,4,2,1989,10536,8576
11489,12105,4,4,1989,2916,1869
11490,12105,4,1,1989,1574,1484
11491,12105,4,3,1989,574,889
11492,12086,4,2,1989,5389,5682
11493,12086,4,4,1989,2438,2269
11494,12086,4,1,1989,23564,19393
11495,12086,4,3,1989,39366,33078
11496,12027,4,2,1989,422,430
11497,12027,4,4,1989,60,85
11498,12027,4,1,1989,38,36
11499,12027,4,3,1989,12,17
11500,12081,4,2,1989,4239,3774
11501,12081,4,4,1989,533,342
11502,12081,4,1,1989,15,20
11503,12081,4,3,1989,109,89
11504,12115,4,2,1989,5246,4937
11505,12115,4,4,1989,632,335
11506,12115,4,1,1989,237,199
11507,12115,4,3,1989,917,872
11508,12057,4,2,1989,16028,17075
11509,12057,4,4,1989,3262,1489
11510,12057,4,1,1989,270,305
11511,12057,4,3,1989,754,1305
11512,12005,4,2,1989,4223,3140
11513,12005,4,4,1989,2390,787
11514,12005,4,1,1989,112,74
11515,12005,4,3,1989,420,307
11516,12013,4,2,1989,268,131
11517,12013,4,4,1989,123,48
11518,12013,4,1,1989,0,0
11519,12013,4,3,1989,0,0
11520,12045,4,2,1989,575,594
11521,12045,4,4,1989,124,134
11522,12045,4,1,1989,0,0
11523,12045,4,3,1989,0,0
11524,12059,4,2,1989,279,256
11525,12059,4,4,1989,168,115
11526,12059,4,1,1989,0,0
11527,12059,4,3,1989,0,0
11528,12063,4,2,1989,913,799
11529,12063,4,4,1989,470,473
11530,12063,4,1,1989,4,4
11531,12063,4,3,1989,18,19
11532,12133,4,2,1989,552,511
11533,12133,4,4,1989,378,182
11534,12133,4,1,1989,0,0
11535,12133,4,3,1989,0,0
11536,12099,4,2,1989,29026,28593
11537,12099,4,4,1989,696,483
11538,12099,4,1,1989,1801,1597
11539,12099,4,3,1989,3744,3780
11540,12087,4,2,1989,8592,5336
11541,12087,4,4,1989,252,29
11542,12087,4,1,1989,147,83
11543,12087,4,3,1989,301,39
11544,12011,4,2,1989,25611,23515
11545,12011,4,4,1989,261,134
11546,12011,4,1,1989,1174,1032
11547,12011,4,3,1989,12056,11100
11548,12009,4,2,1989,9256,8771
11549,12009,4,4,1989,2318,1335
11550,12009,4,1,1989,106,109
11551,12009,4,3,1989,443,411
11552,12117,4,2,1989,4750,4018
11553,12117,4,4,1989,717,332
11554,12117,4,1,1989,41,40
11555,12117,4,3,1989,60,69
11556,12061,4,2,1989,2689,2724
11557,12061,4,4,1989,673,402
11558,12061,4,1,1989,135,134
11559,12061,4,3,1989,171,172
11560,12085,4,2,1989,2935,4430
11561,12085,4,4,1989,78,56
11562,12085,4,1,1989,689,897
11563,12085,4,3,1989,101,86
11564,12093,4,2,1989,1118,755
11565,12093,4,4,1989,152,77
11566,12093,4,1,1989,5,2
11567,12093,4,3,1989,7,6
11568,12111,4,2,1989,3246,5316
11569,12111,4,4,1989,389,481
11570,12111,4,1,1989,274,277
11571,12111,4,3,1989,201,312
11572,12015,4,2,1989,1594,1270
11573,12015,4,4,1989,251,86
11574,12015,4,1,1989,43,21
11575,12015,4,3,1989,0,0
11576,12021,4,2,1989,4164,3871
11577,12021,4,4,1989,434,363
11578,12021,4,1,1989,365,280
11579,12021,4,3,1989,1071,880
11580,12043,4,2,1989,483,453
11581,12043,4,4,1989,10,5
11582,12043,4,1,1989,0,0
11583,12043,4,3,1989,25,8
11584,12051,4,2,1989,976,843
11585,12051,4,4,1989,59,56
11586,12051,4,1,1989,3,3
11587,12051,4,3,1989,7,7
11588,12071,4,2,1989,6271,5926
11589,12071,4,4,1989,1413,717
11590,12071,4,1,1989,1684,1655
11591,12071,4,3,1989,3196,3029
11592,12033,5,8,1989,260,268
11593,12033,5,2,1989,2132,2106
11594,12033,5,1,1989,666,654
11595,12033,5,10,1989,590,446
11596,12033,5,6,1989,1048,902
11597,12033,5,3,1989,185,191
11598,12033,5,7,1989,0,0
11599,12033,5,4,1989,1645,1513
11600,12033,5,5,1989,559,532
11601,12033,5,9,1989,0,NA
11602,12091,5,8,1989,269,243
11603,12091,5,2,1989,1226,1165
11604,12091,5,1,1989,356,241
11605,12091,5,10,1989,442,459
11606,12091,5,6,1989,476,467
11607,12091,5,3,1989,161,135
11608,12091,5,7,1989,0,0
11609,12091,5,4,1989,419,413
11610,12091,5,5,1989,184,188
11611,12091,5,9,1989,0,NA
11612,12113,5,8,1989,101,106
11613,12113,5,2,1989,447,482
11614,12113,5,1,1989,164,77
11615,12113,5,10,1989,197,105
11616,12113,5,6,1989,239,177
11617,12113,5,3,1989,65,66
11618,12113,5,7,1989,0,0
11619,12113,5,4,1989,288,283
11620,12113,5,5,1989,82,68
11621,12113,5,9,1989,0,NA
11622,12131,5,8,1989,61,62
11623,12131,5,2,1989,194,188
11624,12131,5,1,1989,1,1
11625,12131,5,10,1989,178,6
11626,12131,5,6,1989,22,27
11627,12131,5,3,1989,104,113
11628,12131,5,7,1989,0,0
11629,12131,5,4,1989,18,89
11630,12131,5,5,1989,56,37
11631,12131,5,9,1989,0,NA
11632,12037,5,8,1989,15,9
11633,12037,5,2,1989,79,79
11634,12037,5,1,1989,25,82
11635,12037,5,10,1989,3,1
11636,12037,5,6,1989,59,49
11637,12037,5,3,1989,54,21
11638,12037,5,7,1989,0,0
11639,12037,5,4,1989,20,14
11640,12037,5,5,1989,8,8
11641,12037,5,9,1989,0,NA
11642,12039,5,8,1989,27,21
11643,12039,5,2,1989,201,145
11644,12039,5,1,1989,134,82
11645,12039,5,10,1989,77,26
11646,12039,5,6,1989,451,294
11647,12039,5,3,1989,228,230
11648,12039,5,7,1989,0,0
11649,12039,5,4,1989,285,268
11650,12039,5,5,1989,115,105
11651,12039,5,9,1989,0,NA
11652,12065,5,8,1989,7,4
11653,12065,5,2,1989,456,409
11654,12065,5,1,1989,16,15
11655,12065,5,10,1989,7,2
11656,12065,5,6,1989,75,79
11657,12065,5,3,1989,29,5
11658,12065,5,7,1989,0,0
11659,12065,5,4,1989,81,94
11660,12065,5,5,1989,14,23
11661,12065,5,9,1989,0,NA
11662,12073,5,8,1989,163,161
11663,12073,5,2,1989,1084,1083
11664,12073,5,1,1989,179,179
11665,12073,5,10,1989,158,210
11666,12073,5,6,1989,500,480
11667,12073,5,3,1989,534,420
11668,12073,5,7,1989,0,0
11669,12073,5,4,1989,977,952
11670,12073,5,5,1989,266,226
11671,12073,5,9,1989,0,NA
11672,12077,5,8,1989,14,15
11673,12077,5,2,1989,14,12
11674,12077,5,1,1989,27,27
11675,12077,5,10,1989,5,4
11676,12077,5,6,1989,22,13
11677,12077,5,3,1989,0,0
11678,12077,5,7,1989,0,0
11679,12077,5,4,1989,12,5
11680,12077,5,5,1989,8,8
11681,12077,5,9,1989,0,NA
11682,12129,5,8,1989,13,9
11683,12129,5,2,1989,116,97
11684,12129,5,1,1989,98,61
11685,12129,5,10,1989,15,5
11686,12129,5,6,1989,12,20
11687,12129,5,3,1989,58,51
11688,12129,5,7,1989,0,0
11689,12129,5,4,1989,49,51
11690,12129,5,5,1989,26,25
11691,12129,5,9,1989,0,NA
11692,12023,5,8,1989,55,55
11693,12023,5,2,1989,368,351
11694,12023,5,1,1989,60,25
11695,12023,5,10,1989,48,16
11696,12023,5,6,1989,151,102
11697,12023,5,3,1989,103,37
11698,12023,5,7,1989,0,0
11699,12023,5,4,1989,250,256
11700,12023,5,5,1989,83,54
11701,12023,5,9,1989,0,NA
11702,12029,5,8,1989,24,21
11703,12029,5,2,1989,64,50
11704,12029,5,1,1989,21,28
11705,12029,5,10,1989,18,16
11706,12029,5,6,1989,18,13
11707,12029,5,3,1989,16,2
11708,12029,5,7,1989,0,0
11709,12029,5,4,1989,14,29
11710,12029,5,5,1989,17,6
11711,12029,5,9,1989,0,NA
11712,12047,5,8,1989,12,4
11713,12047,5,2,1989,72,45
11714,12047,5,1,1989,22,7
11715,12047,5,10,1989,14,0
11716,12047,5,6,1989,52,60
11717,12047,5,3,1989,2,0
11718,12047,5,7,1989,0,0
11719,12047,5,4,1989,32,19
11720,12047,5,5,1989,8,11
11721,12047,5,9,1989,0,NA
11722,12067,5,8,1989,9,4
11723,12067,5,2,1989,24,22
11724,12067,5,1,1989,3,0
11725,12067,5,10,1989,7,1
11726,12067,5,6,1989,6,0
11727,12067,5,3,1989,7,0
11728,12067,5,7,1989,0,0
11729,12067,5,4,1989,0,3
11730,12067,5,5,1989,4,2
11731,12067,5,9,1989,0,NA
11732,12079,5,8,1989,16,15
11733,12079,5,2,1989,96,81
11734,12079,5,1,1989,45,30
11735,12079,5,10,1989,24,0
11736,12079,5,6,1989,109,91
11737,12079,5,3,1989,0,0
11738,12079,5,7,1989,0,0
11739,12079,5,4,1989,112,105
11740,12079,5,5,1989,10,15
11741,12079,5,9,1989,0,NA
11742,12121,5,8,1989,49,42
11743,12121,5,2,1989,170,145
11744,12121,5,1,1989,32,18
11745,12121,5,10,1989,23,5
11746,12121,5,6,1989,51,41
11747,12121,5,3,1989,76,52
11748,12121,5,7,1989,0,0
11749,12121,5,4,1989,80,59
11750,12121,5,5,1989,55,47
11751,12121,5,9,1989,0,NA
11752,12123,5,8,1989,35,34
11753,12123,5,2,1989,123,111
11754,12123,5,1,1989,142,91
11755,12123,5,10,1989,28,6
11756,12123,5,6,1989,23,26
11757,12123,5,3,1989,54,52
11758,12123,5,7,1989,0,0
11759,12123,5,4,1989,96,85
11760,12123,5,5,1989,22,17
11761,12123,5,9,1989,0,NA
11762,12019,5,8,1989,87,86
11763,12019,5,2,1989,870,882
11764,12019,5,1,1989,28,20
11765,12019,5,10,1989,157,177
11766,12019,5,6,1989,178,191
11767,12019,5,3,1989,198,223
11768,12019,5,7,1989,0,0
11769,12019,5,4,1989,472,452
11770,12019,5,5,1989,103,80
11771,12019,5,9,1989,0,NA
11772,12031,5,8,1989,425,447
11773,12031,5,2,1989,6280,9596
11774,12031,5,1,1989,443,600
11775,12031,5,10,1989,1327,1453
11776,12031,5,6,1989,2402,3112
11777,12031,5,3,1989,2874,3772
11778,12031,5,7,1989,0,0
11779,12031,5,4,1989,3669,4582
11780,12031,5,5,1989,1209,1431
11781,12031,5,9,1989,0,NA
11782,12089,5,8,1989,54,51
11783,12089,5,2,1989,364,338
11784,12089,5,1,1989,35,28
11785,12089,5,10,1989,149,134
11786,12089,5,6,1989,141,126
11787,12089,5,3,1989,146,133
11788,12089,5,7,1989,0,0
11789,12089,5,4,1989,132,140
11790,12089,5,5,1989,67,57
11791,12089,5,9,1989,0,NA
11792,12017,5,8,1989,118,115
11793,12017,5,2,1989,414,393
11794,12017,5,1,1989,66,58
11795,12017,5,10,1989,135,139
11796,12017,5,6,1989,138,105
11797,12017,5,3,1989,291,318
11798,12017,5,7,1989,0,0
11799,12017,5,4,1989,188,188
11800,12017,5,5,1989,98,119
11801,12017,5,9,1989,0,NA
11802,12053,5,8,1989,89,92
11803,12053,5,2,1989,484,400
11804,12053,5,1,1989,42,19
11805,12053,5,10,1989,68,2
11806,12053,5,6,1989,221,124
11807,12053,5,3,1989,131,4
11808,12053,5,7,1989,0,0
11809,12053,5,4,1989,510,447
11810,12053,5,5,1989,124,149
11811,12053,5,9,1989,0,NA
11812,12069,5,8,1989,147,131
11813,12069,5,2,1989,981,955
11814,12069,5,1,1989,80,131
11815,12069,5,10,1989,143,94
11816,12069,5,6,1989,219,174
11817,12069,5,3,1989,238,239
11818,12069,5,7,1989,0,0
11819,12069,5,4,1989,600,479
11820,12069,5,5,1989,184,188
11821,12069,5,9,1989,0,NA
11822,12083,5,8,1989,140,125
11823,12083,5,2,1989,1367,1412
11824,12083,5,1,1989,142,172
11825,12083,5,10,1989,258,290
11826,12083,5,6,1989,436,451
11827,12083,5,3,1989,617,584
11828,12083,5,7,1989,0,0
11829,12083,5,4,1989,971,986
11830,12083,5,5,1989,313,208
11831,12083,5,9,1989,0,NA
11832,12119,5,8,1989,44,46
11833,12119,5,2,1989,151,152
11834,12119,5,1,1989,19,32
11835,12119,5,10,1989,16,31
11836,12119,5,6,1989,46,55
11837,12119,5,3,1989,70,55
11838,12119,5,7,1989,0,0
11839,12119,5,4,1989,142,138
11840,12119,5,5,1989,48,49
11841,12119,5,9,1989,0,NA
11842,12101,5,8,1989,262,271
11843,12101,5,2,1989,1197,1197
11844,12101,5,1,1989,21,35
11845,12101,5,10,1989,424,330
11846,12101,5,6,1989,293,276
11847,12101,5,3,1989,550,511
11848,12101,5,7,1989,0,0
11849,12101,5,4,1989,1580,1180
11850,12101,5,5,1989,182,236
11851,12101,5,9,1989,0,NA
11852,12103,5,8,1989,850,820
11853,12103,5,2,1989,4339,4352
11854,12103,5,1,1989,245,156
11855,12103,5,10,1989,785,598
11856,12103,5,6,1989,1389,1189
11857,12103,5,3,1989,1552,1184
11858,12103,5,7,1989,0,0
11859,12103,5,4,1989,6185,4529
11860,12103,5,5,1989,846,780
11861,12103,5,9,1989,0,NA
11862,12035,5,8,1989,13,10
11863,12035,5,2,1989,115,133
11864,12035,5,1,1989,86,5
11865,12035,5,10,1989,33,18
11866,12035,5,6,1989,22,29
11867,12035,5,3,1989,49,29
11868,12035,5,7,1989,0,0
11869,12035,5,4,1989,169,137
11870,12035,5,5,1989,22,20
11871,12035,5,9,1989,0,NA
11872,12107,5,8,1989,52,33
11873,12107,5,2,1989,494,414
11874,12107,5,1,1989,91,165
11875,12107,5,10,1989,111,26
11876,12107,5,6,1989,214,50
11877,12107,5,3,1989,64,38
11878,12107,5,7,1989,0,0
11879,12107,5,4,1989,539,444
11880,12107,5,5,1989,210,164
11881,12107,5,9,1989,0,NA
11882,12109,5,8,1989,110,114
11883,12109,5,2,1989,416,381
11884,12109,5,1,1989,45,29
11885,12109,5,10,1989,135,62
11886,12109,5,6,1989,213,195
11887,12109,5,3,1989,241,155
11888,12109,5,7,1989,0,0
11889,12109,5,4,1989,229,226
11890,12109,5,5,1989,43,46
11891,12109,5,9,1989,0,NA
11892,12127,5,8,1989,358,355
11893,12127,5,2,1989,1975,1873
11894,12127,5,1,1989,35,18
11895,12127,5,10,1989,571,669
11896,12127,5,6,1989,962,619
11897,12127,5,3,1989,890,829
11898,12127,5,7,1989,0,0
11899,12127,5,4,1989,2369,2619
11900,12127,5,5,1989,534,775
11901,12127,5,9,1989,0,NA
11902,12001,5,8,1989,217,213
11903,12001,5,2,1989,933,978
11904,12001,5,1,1989,184,135
11905,12001,5,10,1989,157,141
11906,12001,5,6,1989,428,428
11907,12001,5,3,1989,441,415
11908,12001,5,7,1989,0,0
11909,12001,5,4,1989,1017,1022
11910,12001,5,5,1989,222,169
11911,12001,5,9,1989,0,NA
11912,12003,5,8,1989,50,46
11913,12003,5,2,1989,165,169
11914,12003,5,1,1989,30,12
11915,12003,5,10,1989,55,41
11916,12003,5,6,1989,96,114
11917,12003,5,3,1989,57,57
11918,12003,5,7,1989,0,0
11919,12003,5,4,1989,27,24
11920,12003,5,5,1989,17,14
11921,12003,5,9,1989,0,NA
11922,12007,5,8,1989,53,50
11923,12007,5,2,1989,177,154
11924,12007,5,1,1989,36,44
11925,12007,5,10,1989,27,18
11926,12007,5,6,1989,39,38
11927,12007,5,3,1989,117,77
11928,12007,5,7,1989,0,0
11929,12007,5,4,1989,103,146
11930,12007,5,5,1989,19,24
11931,12007,5,9,1989,0,NA
11932,12041,5,8,1989,19,18
11933,12041,5,2,1989,41,44
11934,12041,5,1,1989,13,11
11935,12041,5,10,1989,21,23
11936,12041,5,6,1989,11,15
11937,12041,5,3,1989,43,47
11938,12041,5,7,1989,0,0
11939,12041,5,4,1989,14,15
11940,12041,5,5,1989,17,10
11941,12041,5,9,1989,0,NA
11942,12075,5,8,1989,21,33
11943,12075,5,2,1989,119,139
11944,12075,5,1,1989,40,61
11945,12075,5,10,1989,0,0
11946,12075,5,6,1989,112,157
11947,12075,5,3,1989,31,38
11948,12075,5,7,1989,0,0
11949,12075,5,4,1989,108,113
11950,12075,5,5,1989,57,43
11951,12075,5,9,1989,0,NA
11952,12125,5,8,1989,31,27
11953,12125,5,2,1989,64,43
11954,12125,5,1,1989,17,5
11955,12125,5,10,1989,10,5
11956,12125,5,6,1989,7,3
11957,12125,5,3,1989,25,14
11958,12125,5,7,1989,0,0
11959,12125,5,4,1989,11,17
11960,12125,5,5,1989,15,5
11961,12125,5,9,1989,0,NA
11962,12095,5,8,1989,488,493
11963,12095,5,2,1989,4543,4387
11964,12095,5,1,1989,735,466
11965,12095,5,10,1989,1256,1084
11966,12095,5,6,1989,2493,1860
11967,12095,5,3,1989,1402,1310
11968,12095,5,7,1989,0,0
11969,12095,5,4,1989,3729,4168
11970,12095,5,5,1989,890,685
11971,12095,5,9,1989,0,NA
11972,12097,5,8,1989,136,106
11973,12097,5,2,1989,757,744
11974,12097,5,1,1989,225,318
11975,12097,5,10,1989,250,258
11976,12097,5,6,1989,117,128
11977,12097,5,3,1989,419,340
11978,12097,5,7,1989,0,0
11979,12097,5,4,1989,584,537
11980,12097,5,5,1989,46,54
11981,12097,5,9,1989,0,NA
11982,12049,5,8,1989,35,39
11983,12049,5,2,1989,128,139
11984,12049,5,1,1989,93,68
11985,12049,5,10,1989,31,35
11986,12049,5,6,1989,86,79
11987,12049,5,3,1989,55,57
11988,12049,5,7,1989,0,0
11989,12049,5,4,1989,103,94
11990,12049,5,5,1989,28,36
11991,12049,5,9,1989,0,NA
11992,12055,5,8,1989,71,56
11993,12055,5,2,1989,321,402
11994,12055,5,1,1989,106,232
11995,12055,5,10,1989,118,77
11996,12055,5,6,1989,198,440
11997,12055,5,3,1989,34,42
11998,12055,5,7,1989,0,0
11999,12055,5,4,1989,198,167
12000,12055,5,5,1989,144,113
12001,12055,5,9,1989,0,NA
12002,12105,5,8,1989,480,496
12003,12105,5,2,1989,2787,2820
12004,12105,5,1,1989,574,653
12005,12105,5,10,1989,651,605
12006,12105,5,6,1989,1470,1371
12007,12105,5,3,1989,732,719
12008,12105,5,7,1989,0,0
12009,12105,5,4,1989,3824,3428
12010,12105,5,5,1989,737,774
12011,12105,5,9,1989,0,NA
12012,12086,5,8,1989,1524,1489
12013,12086,5,2,1989,13034,12752
12014,12086,5,1,1989,617,822
12015,12086,5,10,1989,1344,1244
12016,12086,5,6,1989,3074,2920
12017,12086,5,3,1989,3024,2587
12018,12086,5,7,1989,0,0
12019,12086,5,4,1989,7916,7601
12020,12086,5,5,1989,1714,1397
