ignore,id,doc,toc,year,filcount,discount
41039,12059,5,10,1998,23,21
41040,12059,5,6,1998,12,8
41041,12059,5,3,1998,109,101
41042,12059,5,7,1998,10,9
41043,12059,5,4,1998,87,64
41044,12059,5,5,1998,17,6
41045,12059,5,9,1998,0,NA
41046,12063,5,8,1998,29,29
41047,12063,5,2,1998,256,257
41048,12063,5,1,1998,69,50
41049,12063,5,10,1998,10,7
41050,12063,5,6,1998,209,182
41051,12063,5,3,1998,268,266
41052,12063,5,7,1998,34,35
41053,12063,5,4,1998,168,220
41054,12063,5,5,1998,36,10
41055,12063,5,9,1998,4,NA
41056,12133,5,8,1998,23,24
41057,12133,5,2,1998,134,78
41058,12133,5,1,1998,157,64
41059,12133,5,10,1998,35,8
41060,12133,5,6,1998,11,5
41061,12133,5,3,1998,104,60
41062,12133,5,7,1998,16,8
41063,12133,5,4,1998,25,19
41064,12133,5,5,1998,21,1
41065,12133,5,9,1998,2,NA
41066,12099,5,8,1998,476,458
41067,12099,5,2,1998,4870,4862
41068,12099,5,1,1998,754,1880
41069,12099,5,10,1998,814,642
41070,12099,5,6,1998,2986,1326
41071,12099,5,3,1998,3091,2971
41072,12099,5,7,1998,1044,977
41073,12099,5,4,1998,3888,3657
41074,12099,5,5,1998,338,378
41075,12099,5,9,1998,143,NA
41076,12087,5,8,1998,126,110
41077,12087,5,2,1998,447,424
41078,12087,5,1,1998,79,42
41079,12087,5,10,1998,73,48
41080,12087,5,6,1998,140,91
41081,12087,5,3,1998,545,443
41082,12087,5,7,1998,164,146
41083,12087,5,4,1998,257,166
41084,12087,5,5,1998,73,57
41085,12087,5,9,1998,4,NA
41086,12011,5,8,1998,533,537
41087,12011,5,2,1998,8497,8649
41088,12011,5,1,1998,937,986
41089,12011,5,10,1998,358,414
41090,12011,5,6,1998,3223,3692
41091,12011,5,3,1998,4757,4371
41092,12011,5,7,1998,1586,1454
41093,12011,5,4,1998,7716,7320
41094,12011,5,5,1998,1224,1147
41095,12011,5,9,1998,279,NA
41096,12009,5,8,1998,105,125
41097,12009,5,2,1998,2550,2478
41098,12009,5,1,1998,811,685
41099,12009,5,10,1998,4,67
41100,12009,5,6,1998,1162,1200
41101,12009,5,3,1998,2031,1718
41102,12009,5,7,1998,593,535
41103,12009,5,4,1998,2755,2451
41104,12009,5,5,1998,271,291
41105,12009,5,9,1998,26,NA
41106,12117,5,8,1998,250,268
41107,12117,5,2,1998,1783,1576
41108,12117,5,1,1998,417,252
41109,12117,5,10,1998,77,92
41110,12117,5,6,1998,891,787
41111,12117,5,3,1998,1198,1126
41112,12117,5,7,1998,274,257
41113,12117,5,4,1998,1603,1070
41114,12117,5,5,1998,99,129
41115,12117,5,9,1998,48,NA
41116,12061,5,8,1998,65,68
41117,12061,5,2,1998,569,559
41118,12061,5,1,1998,171,153
41119,12061,5,10,1998,33,40
41120,12061,5,6,1998,371,426
41121,12061,5,3,1998,444,431
41122,12061,5,7,1998,221,214
41123,12061,5,4,1998,497,394
41124,12061,5,5,1998,40,27
41125,12061,5,9,1998,2,NA
41126,12085,5,8,1998,39,41
41127,12085,5,2,1998,549,550
41128,12085,5,1,1998,69,52
41129,12085,5,10,1998,34,56
41130,12085,5,6,1998,217,215
41131,12085,5,3,1998,397,407
41132,12085,5,7,1998,83,85
41133,12085,5,4,1998,775,751
41134,12085,5,5,1998,42,45
41135,12085,5,9,1998,10,NA
41136,12093,5,8,1998,17,17
41137,12093,5,2,1998,229,243
41138,12093,5,1,1998,214,238
41139,12093,5,10,1998,11,11
41140,12093,5,6,1998,47,76
41141,12093,5,3,1998,191,214
41142,12093,5,7,1998,70,60
41143,12093,5,4,1998,219,247
41144,12093,5,5,1998,55,65
41145,12093,5,9,1998,8,NA
41146,12111,5,8,1998,27,32
41147,12111,5,2,1998,957,1082
41148,12111,5,1,1998,8,14
41149,12111,5,10,1998,81,98
41150,12111,5,6,1998,752,948
41151,12111,5,3,1998,739,724
41152,12111,5,7,1998,388,374
41153,12111,5,4,1998,1107,1144
41154,12111,5,5,1998,89,43
41155,12111,5,9,1998,18,NA
41156,12015,5,8,1998,75,76
41157,12015,5,2,1998,433,419
41158,12015,5,1,1998,129,107
41159,12015,5,10,1998,71,61
41160,12015,5,6,1998,202,167
41161,12015,5,3,1998,726,521
41162,12015,5,7,1998,0,0
41163,12015,5,4,1998,558,568
41164,12015,5,5,1998,25,21
41165,12015,5,9,1998,6,NA
41166,12021,5,8,1998,185,193
41167,12021,5,2,1998,1046,974
41168,12021,5,1,1998,450,398
41169,12021,5,10,1998,121,126
41170,12021,5,6,1998,821,733
41171,12021,5,3,1998,636,441
41172,12021,5,7,1998,189,122
41173,12021,5,4,1998,1138,950
41174,12021,5,5,1998,56,59
41175,12021,5,9,1998,12,NA
41176,12043,5,8,1998,10,2
41177,12043,5,2,1998,41,20
41178,12043,5,1,1998,12,22
41179,12043,5,10,1998,6,3
41180,12043,5,6,1998,24,12
41181,12043,5,3,1998,59,55
41182,12043,5,7,1998,31,34
41183,12043,5,4,1998,25,37
41184,12043,5,5,1998,2,1
41185,12043,5,9,1998,1,NA
41186,12051,5,8,1998,46,47
41187,12051,5,2,1998,164,174
41188,12051,5,1,1998,111,107
41189,12051,5,10,1998,14,15
41190,12051,5,6,1998,171,188
41191,12051,5,3,1998,205,210
41192,12051,5,7,1998,95,95
41193,12051,5,4,1998,195,227
41194,12051,5,5,1998,15,8
41195,12051,5,9,1998,1,NA
41196,12071,5,8,1998,225,234
41197,12071,5,2,1998,2108,2169
41198,12071,5,1,1998,227,216
41199,12071,5,10,1998,161,231
41200,12071,5,6,1998,953,1159
41201,12071,5,3,1998,1361,1326
41202,12071,5,7,1998,511,503
41203,12071,5,4,1998,1671,1670
41204,12071,5,5,1998,187,155
41205,12071,5,9,1998,15,NA
41206,12033,6,4,1998,885,882
41207,12033,6,2,1998,126,130
41208,12033,6,6,1998,10,13
41209,12033,6,1,1998,587,607
41210,12033,6,5,1998,49,49
41211,12033,6,3,1998,53,54
41212,12091,6,4,1998,418,429
41213,12091,6,2,1998,69,81
41214,12091,6,6,1998,20,7
41215,12091,6,1,1998,344,247
41216,12091,6,5,1998,30,25
41217,12091,6,3,1998,23,21
41218,12113,6,4,1998,294,277
41219,12113,6,2,1998,51,63
41220,12113,6,6,1998,2,0
41221,12113,6,1,1998,123,120
41222,12113,6,5,1998,10,10
41223,12113,6,3,1998,13,11
41224,12131,6,4,1998,170,140
41225,12131,6,2,1998,15,14
41226,12131,6,6,1998,0,0
41227,12131,6,1,1998,20,20
41228,12131,6,5,1998,11,11
41229,12131,6,3,1998,6,5
41230,12037,6,4,1998,73,22
41231,12037,6,2,1998,9,0
41232,12037,6,6,1998,0,0
41233,12037,6,1,1998,3,3
41234,12037,6,5,1998,8,3
41235,12037,6,3,1998,0,0
41236,12039,6,4,1998,148,120
41237,12039,6,2,1998,40,19
41238,12039,6,6,1998,0,0
41239,12039,6,1,1998,62,41
41240,12039,6,5,1998,27,25
41241,12039,6,3,1998,176,177
41242,12065,6,4,1998,32,28
41243,12065,6,2,1998,7,5
41244,12065,6,6,1998,0,0
41245,12065,6,1,1998,27,27
41246,12065,6,5,1998,5,4
41247,12065,6,3,1998,0,0
41248,12073,6,4,1998,544,434
41249,12073,6,2,1998,131,119
41250,12073,6,6,1998,0,0
41251,12073,6,1,1998,363,310
41252,12073,6,5,1998,16,15
41253,12073,6,3,1998,47,33
41254,12077,6,4,1998,16,8
41255,12077,6,2,1998,3,0
41256,12077,6,6,1998,0,0
41257,12077,6,1,1998,0,0
41258,12077,6,5,1998,0,0
41259,12077,6,3,1998,2,2
41260,12129,6,4,1998,86,45
41261,12129,6,2,1998,6,4
41262,12129,6,6,1998,0,0
41263,12129,6,1,1998,0,0
41264,12129,6,5,1998,0,0
41265,12129,6,3,1998,0,0
41266,12023,6,4,1998,154,151
41267,12023,6,2,1998,32,17
41268,12023,6,6,1998,0,0
41269,12023,6,1,1998,136,136
41270,12023,6,5,1998,103,103
41271,12023,6,3,1998,18,15
41272,12029,6,4,1998,43,30
41273,12029,6,2,1998,6,5
41274,12029,6,6,1998,0,0
41275,12029,6,1,1998,3,0
41276,12029,6,5,1998,0,0
41277,12029,6,3,1998,1,1
41278,12047,6,4,1998,41,20
41279,12047,6,2,1998,5,1
41280,12047,6,6,1998,0,0
41281,12047,6,1,1998,1,0
41282,12047,6,5,1998,1,0
41283,12047,6,3,1998,5,0
41284,12067,6,4,1998,30,17
41285,12067,6,2,1998,9,1
41286,12067,6,6,1998,0,0
41287,12067,6,1,1998,1,1
41288,12067,6,5,1998,5,1
41289,12067,6,3,1998,0,0
41290,12079,6,4,1998,103,72
41291,12079,6,2,1998,8,9
41292,12079,6,6,1998,0,0
41293,12079,6,1,1998,19,18
41294,12079,6,5,1998,4,4
41295,12079,6,3,1998,0,0
41296,12121,6,4,1998,147,145
41297,12121,6,2,1998,29,12
41298,12121,6,6,1998,1,0
41299,12121,6,1,1998,16,16
41300,12121,6,5,1998,31,32
41301,12121,6,3,1998,6,5
41302,12123,6,4,1998,94,78
41303,12123,6,2,1998,6,5
41304,12123,6,6,1998,0,0
41305,12123,6,1,1998,11,11
41306,12123,6,5,1998,13,12
41307,12123,6,3,1998,8,3
41308,12019,6,4,1998,280,234
41309,12019,6,2,1998,53,52
41310,12019,6,6,1998,0,0
41311,12019,6,1,1998,31,31
41312,12019,6,5,1998,25,26
41313,12019,6,3,1998,16,13
41314,12031,6,4,1998,1861,2081
41315,12031,6,2,1998,332,315
41316,12031,6,6,1998,0,0
41317,12031,6,1,1998,794,733
41318,12031,6,5,1998,564,525
41319,12031,6,3,1998,189,143
41320,12089,6,4,1998,152,131
41321,12089,6,2,1998,24,26
41322,12089,6,6,1998,0,0
41323,12089,6,1,1998,11,8
41324,12089,6,5,1998,17,9
41325,12089,6,3,1998,1,1
41326,12017,6,4,1998,659,776
41327,12017,6,2,1998,56,61
41328,12017,6,6,1998,56,3
41329,12017,6,1,1998,155,142
41330,12017,6,5,1998,5,5
41331,12017,6,3,1998,0,0
41332,12053,6,4,1998,543,559
41333,12053,6,2,1998,124,131
41334,12053,6,6,1998,0,1
41335,12053,6,1,1998,316,311
41336,12053,6,5,1998,23,23
41337,12053,6,3,1998,96,103
41338,12069,6,4,1998,752,761
41339,12069,6,2,1998,94,106
41340,12069,6,6,1998,7,9
41341,12069,6,1,1998,309,300
41342,12069,6,5,1998,14,12
41343,12069,6,3,1998,55,55
41344,12083,6,4,1998,1194,1715
41345,12083,6,2,1998,146,138
41346,12083,6,6,1998,0,0
41347,12083,6,1,1998,197,202
41348,12083,6,5,1998,33,31
41349,12083,6,3,1998,56,50
41350,12119,6,4,1998,180,147
41351,12119,6,2,1998,14,15
41352,12119,6,6,1998,21,18
41353,12119,6,1,1998,20,20
41354,12119,6,5,1998,3,3
41355,12119,6,3,1998,8,8
41356,12101,6,4,1998,1615,1543
41357,12101,6,2,1998,280,446
41358,12101,6,6,1998,199,0
41359,12101,6,1,1998,947,940
41360,12101,6,5,1998,163,177
41361,12101,6,3,1998,176,183
41362,12103,6,4,1998,4528,4111
41363,12103,6,2,1998,502,430
41364,12103,6,6,1998,56,39
41365,12103,6,1,1998,1922,1937
41366,12103,6,5,1998,31,30
41367,12103,6,3,1998,270,249
41368,12035,6,4,1998,212,212
41369,12035,6,2,1998,26,1
41370,12035,6,6,1998,0,0
41371,12035,6,1,1998,12,5
41372,12035,6,5,1998,14,5
41373,12035,6,3,1998,0,0
41374,12107,6,4,1998,332,316
41375,12107,6,2,1998,35,22
41376,12107,6,6,1998,0,0
41377,12107,6,1,1998,17,17
41378,12107,6,5,1998,26,25
41379,12107,6,3,1998,10,10
41380,12109,6,4,1998,361,292
41381,12109,6,2,1998,55,43
41382,12109,6,6,1998,52,0
41383,12109,6,1,1998,126,115
41384,12109,6,5,1998,54,51
41385,12109,6,3,1998,20,17
41386,12127,6,4,1998,2028,2121
41387,12127,6,2,1998,193,211
41388,12127,6,6,1998,9,9
41389,12127,6,1,1998,589,607
41390,12127,6,5,1998,258,253
41391,12127,6,3,1998,108,93
41392,12001,6,4,1998,510,503
41393,12001,6,2,1998,98,181
41394,12001,6,6,1998,7,0
41395,12001,6,1,1998,312,398
41396,12001,6,5,1998,36,36
41397,12001,6,3,1998,22,15
41398,12003,6,4,1998,43,58
41399,12003,6,2,1998,22,8
41400,12003,6,6,1998,0,0
41401,12003,6,1,1998,192,150
41402,12003,6,5,1998,17,8
41403,12003,6,3,1998,0,0
41404,12007,6,4,1998,74,110
41405,12007,6,2,1998,31,34
41406,12007,6,6,1998,1,0
41407,12007,6,1,1998,20,22
41408,12007,6,5,1998,9,9
41409,12007,6,3,1998,7,2
41410,12041,6,4,1998,42,8
41411,12041,6,2,1998,15,6
41412,12041,6,6,1998,0,0
41413,12041,6,1,1998,8,5
41414,12041,6,5,1998,4,2
41415,12041,6,3,1998,0,0
41416,12075,6,4,1998,143,150
41417,12075,6,2,1998,17,9
41418,12075,6,6,1998,0,0
41419,12075,6,1,1998,9,9
41420,12075,6,5,1998,7,10
41421,12075,6,3,1998,1,0
41422,12125,6,4,1998,22,28
41423,12125,6,2,1998,2,5
41424,12125,6,6,1998,1,1
41425,12125,6,1,1998,1,1
41426,12125,6,5,1998,5,5
41427,12125,6,3,1998,59,60
41428,12095,6,4,1998,1723,1531
41429,12095,6,2,1998,259,278
41430,12095,6,6,1998,0,0
41431,12095,6,1,1998,636,631
41432,12095,6,5,1998,41,38
41433,12095,6,3,1998,129,127
41434,12097,6,4,1998,405,397
41435,12097,6,2,1998,80,86
41436,12097,6,6,1998,13,0
41437,12097,6,1,1998,142,133
41438,12097,6,5,1998,53,52
41439,12097,6,3,1998,57,46
41440,12049,6,4,1998,68,63
41441,12049,6,2,1998,9,16
41442,12049,6,6,1998,0,0
41443,12049,6,1,1998,5,6
41444,12049,6,5,1998,4,3
41445,12049,6,3,1998,2,4
41446,12055,6,4,1998,466,470
41447,12055,6,2,1998,43,48
41448,12055,6,6,1998,0,0
41449,12055,6,1,1998,71,77
41450,12055,6,5,1998,42,45
41451,12055,6,3,1998,1,10
41452,12105,6,4,1998,1503,1505
41453,12105,6,2,1998,188,168
41454,12105,6,6,1998,18,13
41455,12105,6,1,1998,946,376
41456,12105,6,5,1998,47,45
41457,12105,6,3,1998,96,98
41458,12086,6,4,1998,4346,4836
41459,12086,6,2,1998,1034,1684
41460,12086,6,6,1998,59,27
41461,12086,6,1,1998,3090,3001
41462,12086,6,5,1998,575,622
41463,12086,6,3,1998,922,539
41464,12027,6,4,1998,99,62
41465,12027,6,2,1998,16,6
41466,12027,6,6,1998,0,0
41467,12027,6,1,1998,65,41
41468,12027,6,5,1998,11,11
41469,12027,6,3,1998,6,1
41470,12081,6,4,1998,1165,1083
41471,12081,6,2,1998,146,291
41472,12081,6,6,1998,1,0
41473,12081,6,1,1998,303,288
41474,12081,6,5,1998,0,0
41475,12081,6,3,1998,231,219
41476,12115,6,4,1998,2037,1932
41477,12115,6,2,1998,428,205
41478,12115,6,6,1998,24,20
41479,12115,6,1,1998,461,464
41480,12115,6,5,1998,0,0
41481,12115,6,3,1998,97,111
41482,12057,6,4,1998,2246,1951
41483,12057,6,2,1998,518,577
41484,12057,6,6,1998,28,22
41485,12057,6,1,1998,1785,1811
41486,12057,6,5,1998,306,312
41487,12057,6,3,1998,367,388
41488,12005,6,4,1998,445,459
41489,12005,6,2,1998,42,82
41490,12005,6,6,1998,0,0
41491,12005,6,1,1998,321,323
41492,12005,6,5,1998,49,51
41493,12005,6,3,1998,22,20
41494,12013,6,4,1998,40,20
41495,12013,6,2,1998,0,0
41496,12013,6,6,1998,0,0
41497,12013,6,1,1998,0,0
41498,12013,6,5,1998,0,0
41499,12013,6,3,1998,9,6
41500,12045,6,4,1998,55,48
41501,12045,6,2,1998,8,0
41502,12045,6,6,1998,0,0
41503,12045,6,1,1998,13,12
41504,12045,6,5,1998,0,0
41505,12045,6,3,1998,0,0
41506,12059,6,4,1998,78,65
41507,12059,6,2,1998,4,6
41508,12059,6,6,1998,0,1
41509,12059,6,1,1998,7,7
41510,12059,6,5,1998,4,4
41511,12059,6,3,1998,0,0
41512,12063,6,4,1998,167,62
41513,12063,6,2,1998,43,0
41514,12063,6,6,1998,0,0
41515,12063,6,1,1998,42,2
41516,12063,6,5,1998,9,0
41517,12063,6,3,1998,13,0
41518,12133,6,4,1998,79,12
41519,12133,6,2,1998,0,1
41520,12133,6,6,1998,0,0
41521,12133,6,1,1998,15,13
41522,12133,6,5,1998,8,0
41523,12133,6,3,1998,4,0
41524,12099,6,4,1998,4897,6425
41525,12099,6,2,1998,666,814
41526,12099,6,6,1998,139,106
41527,12099,6,1,1998,489,656
41528,12099,6,5,1998,760,843
41529,12099,6,3,1998,382,351
41530,12087,6,4,1998,325,313
41531,12087,6,2,1998,25,28
41532,12087,6,6,1998,2,0
41533,12087,6,1,1998,85,55
41534,12087,6,5,1998,6,2
41535,12087,6,3,1998,8,9
41536,12011,6,4,1998,5673,2348
41537,12011,6,2,1998,769,2625
41538,12011,6,6,1998,93,106
41539,12011,6,1,1998,1549,773
41540,12011,6,5,1998,142,112
41541,12011,6,3,1998,447,328
41542,12009,6,4,1998,1415,988
41543,12009,6,2,1998,285,108
41544,12009,6,6,1998,198,17
41545,12009,6,1,1998,387,327
41546,12009,6,5,1998,182,161
41547,12009,6,3,1998,155,103
41548,12117,6,4,1998,672,598
41549,12117,6,2,1998,145,145
41550,12117,6,6,1998,2,3
41551,12117,6,1,1998,236,213
41552,12117,6,5,1998,46,45
41553,12117,6,3,1998,51,46
41554,12061,6,4,1998,582,503
41555,12061,6,2,1998,75,38
41556,12061,6,6,1998,11,8
41557,12061,6,1,1998,142,755
41558,12061,6,5,1998,78,140
41559,12061,6,3,1998,41,86
41560,12085,6,4,1998,570,792
41561,12085,6,2,1998,63,74
41562,12085,6,6,1998,9,0
41563,12085,6,1,1998,47,48
41564,12085,6,5,1998,55,54
41565,12085,6,3,1998,23,24
41566,12093,6,4,1998,122,115
41567,12093,6,2,1998,19,39
41568,12093,6,6,1998,0,0
41569,12093,6,1,1998,14,14
41570,12093,6,5,1998,31,31
41571,12093,6,3,1998,2,2
41572,12111,6,4,1998,730,714
41573,12111,6,2,1998,111,117
41574,12111,6,6,1998,32,32
41575,12111,6,1,1998,456,481
41576,12111,6,5,1998,157,160
41577,12111,6,3,1998,47,40
41578,12015,6,4,1998,904,783
41579,12015,6,2,1998,120,71
41580,12015,6,6,1998,90,16
41581,12015,6,1,1998,151,128
41582,12015,6,5,1998,10,6
41583,12015,6,3,1998,70,41
41584,12021,6,4,1998,1077,1227
41585,12021,6,2,1998,122,158
41586,12021,6,6,1998,43,51
41587,12021,6,1,1998,58,63
41588,12021,6,5,1998,160,200
41589,12021,6,3,1998,64,65
41590,12043,6,4,1998,42,38
41591,12043,6,2,1998,4,4
41592,12043,6,6,1998,0,0
41593,12043,6,1,1998,2,1
41594,12043,6,5,1998,0,0
41595,12043,6,3,1998,1,0
41596,12051,6,4,1998,56,100
41597,12051,6,2,1998,16,20
41598,12051,6,6,1998,0,0
41599,12051,6,1,1998,8,2
41600,12051,6,5,1998,8,4
41601,12051,6,3,1998,0,1
41602,12071,6,4,1998,2043,1956
41603,12071,6,2,1998,254,205
41604,12071,6,6,1998,0,0
41605,12071,6,1,1998,433,394
41606,12071,6,5,1998,59,46
41607,12071,6,3,1998,117,89
41608,12033,7,2,1998,924,809
41609,12033,7,3,1998,4606,3588
41610,12033,7,1,1998,5103,1925
41611,12091,7,2,1998,568,466
41612,12091,7,3,1998,3205,2403
41613,12091,7,1,1998,4908,3261
41614,12113,7,2,1998,286,237
41615,12113,7,3,1998,1822,1392
41616,12113,7,1,1998,2859,1307
41617,12131,7,2,1998,199,146
41618,12131,7,3,1998,531,332
41619,12131,7,1,1998,754,430
41620,12037,7,2,1998,56,50
41621,12037,7,3,1998,198,145
41622,12037,7,1,1998,210,214
41623,12039,7,2,1998,137,93
41624,12039,7,3,1998,1226,598
41625,12039,7,1,1998,1455,921
41626,12065,7,2,1998,48,33
41627,12065,7,3,1998,280,127
41628,12065,7,1,1998,946,157
41629,12073,7,2,1998,572,455
41630,12073,7,3,1998,7614,5120
41631,12073,7,1,1998,9225,7219
41632,12077,7,2,1998,47,39
41633,12077,7,3,1998,78,56
41634,12077,7,1,1998,328,380
41635,12129,7,2,1998,55,49
41636,12129,7,3,1998,231,167
41637,12129,7,1,1998,449,202
41638,12023,7,2,1998,224,189
41639,12023,7,3,1998,1294,899
41640,12023,7,1,1998,1872,1253
41641,12029,7,2,1998,64,49
41642,12029,7,3,1998,256,181
41643,12029,7,1,1998,511,274
41644,12047,7,2,1998,84,65
41645,12047,7,3,1998,477,296
41646,12047,7,1,1998,1736,522
41647,12067,7,2,1998,22,17
41648,12067,7,3,1998,80,63
41649,12067,7,1,1998,190,63
41650,12079,7,2,1998,51,30
41651,12079,7,3,1998,542,300
41652,12079,7,1,1998,2476,621
41653,12121,7,2,1998,90,79
41654,12121,7,3,1998,791,505
41655,12121,7,1,1998,1673,871
41656,12123,7,2,1998,63,50
41657,12123,7,3,1998,528,393
41658,12123,7,1,1998,524,832
41659,12019,7,2,1998,334,299
41660,12019,7,3,1998,1800,1404
41661,12019,7,1,1998,2573,2037
41662,12031,7,2,1998,3032,2526
41663,12031,7,3,1998,25800,16986
41664,12031,7,1,1998,32638,34878
41665,12089,7,2,1998,117,85
41666,12089,7,3,1998,1225,878
41667,12089,7,1,1998,1447,1028
41668,12017,7,2,1998,248,234
41669,12017,7,3,1998,873,747
41670,12017,7,1,1998,1182,895
41671,12053,7,2,1998,331,248
41672,12053,7,3,1998,1307,1054
41673,12053,7,1,1998,2748,2499
41674,12069,7,2,1998,552,429
41675,12069,7,3,1998,3624,2969
41676,12069,7,1,1998,5464,3863
41677,12083,7,2,1998,858,703
41678,12083,7,3,1998,3595,3033
41679,12083,7,1,1998,2990,1768
41680,12119,7,2,1998,109,86
41681,12119,7,3,1998,649,477
41682,12119,7,1,1998,1759,708
41683,12101,7,2,1998,1267,1055
41684,12101,7,3,1998,3410,2650
41685,12101,7,1,1998,5242,4113
41686,12103,7,2,1998,3529,2867
41687,12103,7,3,1998,20262,14587
41688,12103,7,1,1998,21600,20821
41689,12035,7,2,1998,63,57
41690,12035,7,3,1998,724,550
41691,12035,7,1,1998,952,843
41692,12107,7,2,1998,190,154
41693,12107,7,3,1998,1397,1078
41694,12107,7,1,1998,1530,1429
41695,12109,7,2,1998,241,202
41696,12109,7,3,1998,2568,2118
41697,12109,7,1,1998,3469,2253
41698,12127,7,2,1998,973,709
41699,12127,7,3,1998,12099,8430
41700,12127,7,1,1998,17151,51967
41701,12001,7,2,1998,453,384
41702,12001,7,3,1998,5110,3443
41703,12001,7,1,1998,9943,6493
41704,12003,7,2,1998,41,37
41705,12003,7,3,1998,399,278
41706,12003,7,1,1998,966,536
41707,12007,7,2,1998,82,65
41708,12007,7,3,1998,558,368
41709,12007,7,1,1998,1417,1022
41710,12041,7,2,1998,19,16
41711,12041,7,3,1998,199,148
41712,12041,7,1,1998,355,97
41713,12075,7,2,1998,122,112
41714,12075,7,3,1998,670,449
41715,12075,7,1,1998,941,304
41716,12125,7,2,1998,13,10
41717,12125,7,3,1998,84,39
41718,12125,7,1,1998,182,73
41719,12095,7,2,1998,1136,904
41720,12095,7,3,1998,21674,14874
41721,12095,7,1,1998,32174,35590
41722,12097,7,2,1998,129,99
41723,12097,7,3,1998,3971,3041
41724,12097,7,1,1998,6555,3940
41725,12049,7,2,1998,106,90
41726,12049,7,3,1998,837,670
41727,12049,7,1,1998,719,462
41728,12055,7,2,1998,111,89
41729,12055,7,3,1998,1195,956
41730,12055,7,1,1998,1653,698
41731,12105,7,2,1998,1013,831
41732,12105,7,3,1998,13478,9819
41733,12105,7,1,1998,16728,11721
41734,12086,7,2,1998,1426,1006
41735,12086,7,3,1998,107084,74839
41736,12086,7,1,1998,143547,387142
41737,12027,7,2,1998,91,76
41738,12027,7,3,1998,658,507
41739,12027,7,1,1998,614,282
41740,12081,7,2,1998,551,477
41741,12081,7,3,1998,4177,3133
41742,12081,7,1,1998,4158,2860
41743,12115,7,2,1998,1010,749
41744,12115,7,3,1998,5546,4041
41745,12115,7,1,1998,8053,3697
41746,12057,7,2,1998,3320,2775
41747,12057,7,3,1998,29046,20309
41748,12057,7,1,1998,29316,34671
41749,12005,7,2,1998,616,531
41750,12005,7,3,1998,4086,3239
41751,12005,7,1,1998,4444,2670
41752,12013,7,2,1998,64,56
41753,12013,7,3,1998,202,144
41754,12013,7,1,1998,235,247
41755,12045,7,2,1998,44,41
41756,12045,7,3,1998,254,174
41757,12045,7,1,1998,158,54
41758,12059,7,2,1998,95,82
41759,12059,7,3,1998,343,249
41760,12059,7,1,1998,350,268
41761,12063,7,2,1998,66,56
41762,12063,7,3,1998,371,271
41763,12063,7,1,1998,510,212
41764,12133,7,2,1998,58,50
41765,12133,7,3,1998,253,193
41766,12133,7,1,1998,363,77
41767,12099,7,2,1998,3213,2355
41768,12099,7,3,1998,31212,20886
41769,12099,7,1,1998,39272,57836
41770,12087,7,2,1998,189,137
41771,12087,7,3,1998,2613,1872
41772,12087,7,1,1998,3637,3278
41773,12011,7,2,1998,4460,3244
41774,12011,7,3,1998,60637,39310
41775,12011,7,1,1998,83557,198023
41776,12009,7,2,1998,2429,1961
41777,12009,7,3,1998,12083,9196
41778,12009,7,1,1998,17752,19059
41779,12117,7,2,1998,207,152
41780,12117,7,3,1998,7923,5659
41781,12117,7,1,1998,12215,19067
41782,12061,7,2,1998,588,480
41783,12061,7,3,1998,2501,1941
41784,12061,7,1,1998,4156,3374
41785,12085,7,2,1998,943,657
41786,12085,7,3,1998,2889,2126
41787,12085,7,1,1998,3749,2869
41788,12093,7,2,1998,138,83
41789,12093,7,3,1998,613,471
41790,12093,7,1,1998,894,432
41791,12111,7,2,1998,924,695
41792,12111,7,3,1998,3519,2490
41793,12111,7,1,1998,5769,4081
41794,12015,7,2,1998,125,109
41795,12015,7,3,1998,1990,1709
41796,12015,7,1,1998,2624,2844
41797,12021,7,2,1998,489,412
41798,12021,7,3,1998,5886,4696
41799,12021,7,1,1998,7973,5026
41800,12043,7,2,1998,17,9
41801,12043,7,3,1998,396,293
41802,12043,7,1,1998,1040,678
41803,12051,7,2,1998,131,119
41804,12051,7,3,1998,948,768
41805,12051,7,1,1998,622,711
41806,12071,7,2,1998,827,698
41807,12071,7,3,1998,7488,6177
41808,12071,7,1,1998,7798,10062
41809,12033,1,8,1999,30,13
41810,12033,1,7,1999,317,62
41811,12033,1,1,1999,222,279
41812,12033,1,6,1999,110,135
41813,12033,1,2,1999,20,1
41814,12033,1,3,1999,399,358
41815,12033,1,9,1999,746,823
41816,12033,1,4,1999,71,4
41817,12033,1,5,1999,360,403
41818,12091,1,8,1999,7,8
41819,12091,1,7,1999,10,4
41820,12091,1,1,1999,133,169
41821,12091,1,6,1999,105,100
41822,12091,1,2,1999,3,3
41823,12091,1,3,1999,219,155
41824,12091,1,9,1999,385,325
41825,12091,1,4,1999,1,4
41826,12091,1,5,1999,246,142
41827,12113,1,8,1999,5,1
41828,12113,1,7,1999,0,1
41829,12113,1,1,1999,60,63
41830,12113,1,6,1999,32,32
41831,12113,1,2,1999,0,0
41832,12113,1,3,1999,119,94
41833,12113,1,9,1999,390,341
41834,12113,1,4,1999,0,14
41835,12113,1,5,1999,146,107
41836,12131,1,8,1999,1,3
41837,12131,1,7,1999,1,0
41838,12131,1,1,1999,47,40
41839,12131,1,6,1999,24,22
41840,12131,1,2,1999,2,2
41841,12131,1,3,1999,94,73
41842,12131,1,9,1999,165,147
41843,12131,1,4,1999,43,36
