ignore,id,doc,toc,variable,value
15901,12073,7,2,1990,909
15902,12073,7,3,1990,7420
15903,12073,7,1,1990,6846
15904,12077,7,2,1990,24
15905,12077,7,3,1990,133
15906,12077,7,1,1990,460
15907,12129,7,2,1990,93
15908,12129,7,3,1990,343
15909,12129,7,1,1990,322
15910,12023,7,2,1990,339
15911,12023,7,3,1990,1737
15912,12023,7,1,1990,1696
15913,12029,7,2,1990,78
15914,12029,7,3,1990,384
15915,12029,7,1,1990,809
15916,12047,7,2,1990,112
15917,12047,7,3,1990,471
15918,12047,7,1,1990,426
15919,12067,7,2,1990,27
15920,12067,7,3,1990,238
15921,12067,7,1,1990,202
15922,12079,7,2,1990,136
15923,12079,7,3,1990,761
15924,12079,7,1,1990,1266
15925,12121,7,2,1990,118
15926,12121,7,3,1990,764
15927,12121,7,1,1990,1014
15928,12123,7,2,1990,171
15929,12123,7,3,1990,830
15930,12123,7,1,1990,960
15931,12019,7,2,1990,537
15932,12019,7,3,1990,3730
15933,12019,7,1,1990,3726
15934,12031,7,2,1990,3089
15935,12031,7,3,1990,36174
15936,12031,7,1,1990,34687
15937,12089,7,2,1990,183
15938,12089,7,3,1990,1568
15939,12089,7,1,1990,1704
15940,12017,7,2,1990,337
15941,12017,7,3,1990,1391
15942,12017,7,1,1990,1355
15943,12053,7,2,1990,439
15944,12053,7,3,1990,2193
15945,12053,7,1,1990,3130
15946,12069,7,2,1990,1127
15947,12069,7,3,1990,5622
15948,12069,7,1,1990,6069
15949,12083,7,2,1990,629
15950,12083,7,3,1990,5039
15951,12083,7,1,1990,5372
15952,12119,7,2,1990,156
15953,12119,7,3,1990,1181
15954,12119,7,1,1990,1267
15955,12101,7,2,1990,1865
15956,12101,7,3,1990,5857
15957,12101,7,1,1990,7497
15958,12103,7,2,1990,4494
15959,12103,7,3,1990,29470
15960,12103,7,1,1990,25793
15961,12035,7,2,1990,175
15962,12035,7,3,1990,1180
15963,12035,7,1,1990,1019
15964,12107,7,2,1990,324
15965,12107,7,3,1990,2244
15966,12107,7,1,1990,2170
15967,12109,7,2,1990,349
15968,12109,7,3,1990,3038
15969,12109,7,1,1990,4032
15970,12127,7,2,1990,2233
15971,12127,7,3,1990,15514
15972,12127,7,1,1990,18401
15973,12001,7,2,1990,706
15974,12001,7,3,1990,6292
15975,12001,7,1,1990,7768
15976,12003,7,2,1990,79
15977,12003,7,3,1990,706
15978,12003,7,1,1990,752
15979,12007,7,2,1990,163
15980,12007,7,3,1990,813
15981,12007,7,1,1990,1306
15982,12041,7,2,1990,63
15983,12041,7,3,1990,253
15984,12041,7,1,1990,286
15985,12075,7,2,1990,209
15986,12075,7,3,1990,1056
15987,12075,7,1,1990,1461
15988,12125,7,2,1990,50
15989,12125,7,3,1990,241
15990,12125,7,1,1990,444
15991,12095,7,2,1990,6263
15992,12095,7,3,1990,35933
15993,12095,7,1,1990,40354
15994,12097,7,2,1990,1074
15995,12097,7,3,1990,7307
15996,12097,7,1,1990,7800
15997,12049,7,2,1990,260
15998,12049,7,3,1990,1149
15999,12049,7,1,1990,670
16000,12055,7,2,1990,257
16001,12055,7,3,1990,1892
16002,12055,7,1,1990,1904
16003,12105,7,2,1990,1172
16004,12105,7,3,1990,12748
16005,12105,7,1,1990,11294
16006,12086,7,2,1990,11635
16007,12086,7,3,1990,124068
16008,12086,7,1,1990,95008
16009,12027,7,2,1990,170
16010,12027,7,3,1990,1203
16011,12027,7,1,1990,1086
16012,12081,7,2,1990,1125
16013,12081,7,3,1990,8192
16014,12081,7,1,1990,6812
16015,12115,7,2,1990,1495
16016,12115,7,3,1990,9272
16017,12115,7,1,1990,8251
16018,12057,7,2,1990,3627
16019,12057,7,3,1990,35408
16020,12057,7,1,1990,25224
16021,12005,7,2,1990,911
16022,12005,7,3,1990,5446
16023,12005,7,1,1990,4702
16024,12013,7,2,1990,83
16025,12013,7,3,1990,360
16026,12013,7,1,1990,275
16027,12045,7,2,1990,76
16028,12045,7,3,1990,407
16029,12045,7,1,1990,159
16030,12059,7,2,1990,125
16031,12059,7,3,1990,497
16032,12059,7,1,1990,422
16033,12063,7,2,1990,170
16034,12063,7,3,1990,689
16035,12063,7,1,1990,787
16036,12133,7,2,1990,107
16037,12133,7,3,1990,393
16038,12133,7,1,1990,445
16039,12099,7,2,1990,3442
16040,12099,7,3,1990,50244
16041,12099,7,1,1990,39060
16042,12087,7,2,1990,1170
16043,12087,7,3,1990,5364
16044,12087,7,1,1990,4907
16045,12011,7,2,1990,6363
16046,12011,7,3,1990,72754
16047,12011,7,1,1990,74929
16048,12009,7,2,1990,2533
16049,12009,7,3,1990,18810
16050,12009,7,1,1990,14612
16051,12117,7,2,1990,1489
16052,12117,7,3,1990,11094
16053,12117,7,1,1990,12559
16054,12061,7,2,1990,395
16055,12061,7,3,1990,2951
16056,12061,7,1,1990,2656
16057,12085,7,2,1990,948
16058,12085,7,3,1990,4963
16059,12085,7,1,1990,4257
16060,12093,7,2,1990,262
16061,12093,7,3,1990,1310
16062,12093,7,1,1990,797
16063,12111,7,2,1990,1019
16064,12111,7,3,1990,5283
16065,12111,7,1,1990,6575
16066,12015,7,2,1990,712
16067,12015,7,3,1990,2847
16068,12015,7,1,1990,3022
16069,12021,7,2,1990,1553
16070,12021,7,3,1990,6730
16071,12021,7,1,1990,6961
16072,12043,7,2,1990,60
16073,12043,7,3,1990,463
16074,12043,7,1,1990,890
16075,12051,7,2,1990,153
16076,12051,7,3,1990,1159
16077,12051,7,1,1990,590
16078,12071,7,2,1990,1907
16079,12071,7,3,1990,11564
16080,12071,7,1,1990,7809
16081,12033,1,8,1991,15
16082,12033,1,7,1991,79
16083,12033,1,1,1991,395
16084,12033,1,6,1991,196
16085,12033,1,2,1991,1
16086,12033,1,3,1991,531
16087,12033,1,9,1991,909
16088,12033,1,4,1991,54
16089,12033,1,5,1991,739
16090,12091,1,8,1991,6
16091,12091,1,7,1991,1
16092,12091,1,1,1991,128
16093,12091,1,6,1991,75
16094,12091,1,2,1991,3
16095,12091,1,3,1991,212
16096,12091,1,9,1991,401
16097,12091,1,4,1991,2
16098,12091,1,5,1991,230
16099,12113,1,8,1991,4
16100,12113,1,7,1991,0
16101,12113,1,1,1991,69
16102,12113,1,6,1991,29
16103,12113,1,2,1991,1
16104,12113,1,3,1991,93
16105,12113,1,9,1991,372
16106,12113,1,4,1991,0
16107,12113,1,5,1991,86
16108,12131,1,8,1991,1
16109,12131,1,7,1991,0
16110,12131,1,1,1991,14
16111,12131,1,6,1991,13
16112,12131,1,2,1991,0
16113,12131,1,3,1991,55
16114,12131,1,9,1991,106
16115,12131,1,4,1991,2
16116,12131,1,5,1991,41
16117,12037,1,8,1991,8
16118,12037,1,7,1991,1
16119,12037,1,1,1991,1
16120,12037,1,6,1991,4
16121,12037,1,2,1991,0
16122,12037,1,3,1991,27
16123,12037,1,9,1991,55
16124,12037,1,4,1991,0
16125,12037,1,5,1991,21
16126,12039,1,8,1991,2
16127,12039,1,7,1991,3
16128,12039,1,1,1991,25
16129,12039,1,6,1991,16
16130,12039,1,2,1991,0
16131,12039,1,3,1991,36
16132,12039,1,9,1991,84
16133,12039,1,4,1991,21
16134,12039,1,5,1991,105
16135,12065,1,8,1991,0
16136,12065,1,7,1991,0
16137,12065,1,1,1991,6
16138,12065,1,6,1991,5
16139,12065,1,2,1991,0
16140,12065,1,3,1991,15
16141,12065,1,9,1991,32
16142,12065,1,4,1991,0
16143,12065,1,5,1991,19
16144,12073,1,8,1991,19
16145,12073,1,7,1991,7
16146,12073,1,1,1991,163
16147,12073,1,6,1991,111
16148,12073,1,2,1991,2
16149,12073,1,3,1991,502
16150,12073,1,9,1991,524
16151,12073,1,4,1991,388
16152,12073,1,5,1991,1036
16153,12077,1,8,1991,0
16154,12077,1,7,1991,0
16155,12077,1,1,1991,0
16156,12077,1,6,1991,1
16157,12077,1,2,1991,0
16158,12077,1,3,1991,7
16159,12077,1,9,1991,12
16160,12077,1,4,1991,0
16161,12077,1,5,1991,29
16162,12129,1,8,1991,0
16163,12129,1,7,1991,0
16164,12129,1,1,1991,3
16165,12129,1,6,1991,5
16166,12129,1,2,1991,1
16167,12129,1,3,1991,8
16168,12129,1,9,1991,48
16169,12129,1,4,1991,1
16170,12129,1,5,1991,38
16171,12023,1,8,1991,4
16172,12023,1,7,1991,0
16173,12023,1,1,1991,36
16174,12023,1,6,1991,15
16175,12023,1,2,1991,0
16176,12023,1,3,1991,58
16177,12023,1,9,1991,122
16178,12023,1,4,1991,0
16179,12023,1,5,1991,58
16180,12029,1,8,1991,0
16181,12029,1,7,1991,0
16182,12029,1,1,1991,7
16183,12029,1,6,1991,6
16184,12029,1,2,1991,0
16185,12029,1,3,1991,13
16186,12029,1,9,1991,46
16187,12029,1,4,1991,0
16188,12029,1,5,1991,33
16189,12047,1,8,1991,1
16190,12047,1,7,1991,0
16191,12047,1,1,1991,7
16192,12047,1,6,1991,3
16193,12047,1,2,1991,0
16194,12047,1,3,1991,8
16195,12047,1,9,1991,19
16196,12047,1,4,1991,0
16197,12047,1,5,1991,33
16198,12067,1,8,1991,1
16199,12067,1,7,1991,0
16200,12067,1,1,1991,5
16201,12067,1,6,1991,0
16202,12067,1,2,1991,0
16203,12067,1,3,1991,11
16204,12067,1,9,1991,11
16205,12067,1,4,1991,0
16206,12067,1,5,1991,10
16207,12079,1,8,1991,0
16208,12079,1,7,1991,1
16209,12079,1,1,1991,3
16210,12079,1,6,1991,7
16211,12079,1,2,1991,0
16212,12079,1,3,1991,8
16213,12079,1,9,1991,31
16214,12079,1,4,1991,2
16215,12079,1,5,1991,30
16216,12121,1,8,1991,1
16217,12121,1,7,1991,2
16218,12121,1,1,1991,12
16219,12121,1,6,1991,5
16220,12121,1,2,1991,6
16221,12121,1,3,1991,48
16222,12121,1,9,1991,75
16223,12121,1,4,1991,4
16224,12121,1,5,1991,65
16225,12123,1,8,1991,0
16226,12123,1,7,1991,0
16227,12123,1,1,1991,10
16228,12123,1,6,1991,10
16229,12123,1,2,1991,0
16230,12123,1,3,1991,13
16231,12123,1,9,1991,67
16232,12123,1,4,1991,0
16233,12123,1,5,1991,44
16234,12019,1,8,1991,7
16235,12019,1,7,1991,4
16236,12019,1,1,1991,66
16237,12019,1,6,1991,30
16238,12019,1,2,1991,2
16239,12019,1,3,1991,97
16240,12019,1,9,1991,474
16241,12019,1,4,1991,8
16242,12019,1,5,1991,179
16243,12031,1,8,1991,57
16244,12031,1,7,1991,365
16245,12031,1,1,1991,842
16246,12031,1,6,1991,651
16247,12031,1,2,1991,2
16248,12031,1,3,1991,1810
16249,12031,1,9,1991,2911
16250,12031,1,4,1991,111
16251,12031,1,5,1991,911
16252,12089,1,8,1991,1
16253,12089,1,7,1991,3
16254,12089,1,1,1991,37
16255,12089,1,6,1991,24
16256,12089,1,2,1991,1
16257,12089,1,3,1991,48
16258,12089,1,9,1991,170
16259,12089,1,4,1991,0
16260,12089,1,5,1991,115
16261,12017,1,8,1991,4
16262,12017,1,7,1991,4
16263,12017,1,1,1991,80
16264,12017,1,6,1991,30
16265,12017,1,2,1991,5
16266,12017,1,3,1991,102
16267,12017,1,9,1991,487
16268,12017,1,4,1991,82
16269,12017,1,5,1991,117
16270,12053,1,8,1991,3
16271,12053,1,7,1991,1
16272,12053,1,1,1991,85
16273,12053,1,6,1991,44
16274,12053,1,2,1991,0
16275,12053,1,3,1991,124
16276,12053,1,9,1991,509
16277,12053,1,4,1991,3
16278,12053,1,5,1991,214
16279,12069,1,8,1991,6
16280,12069,1,7,1991,2
16281,12069,1,1,1991,107
16282,12069,1,6,1991,39
16283,12069,1,2,1991,1
16284,12069,1,3,1991,322
16285,12069,1,9,1991,479
16286,12069,1,4,1991,26
16287,12069,1,5,1991,177
16288,12083,1,8,1991,20
16289,12083,1,7,1991,8
16290,12083,1,1,1991,230
16291,12083,1,6,1991,94
16292,12083,1,2,1991,0
16293,12083,1,3,1991,377
16294,12083,1,9,1991,847
16295,12083,1,4,1991,204
16296,12083,1,5,1991,489
16297,12119,1,8,1991,0
16298,12119,1,7,1991,0
16299,12119,1,1,1991,24
16300,12119,1,6,1991,10
16301,12119,1,2,1991,0
16302,12119,1,3,1991,19
16303,12119,1,9,1991,74
16304,12119,1,4,1991,1
16305,12119,1,5,1991,67
16306,12101,1,8,1991,25
16307,12101,1,7,1991,6
16308,12101,1,1,1991,326
16309,12101,1,6,1991,138
16310,12101,1,2,1991,0
16311,12101,1,3,1991,362
16312,12101,1,9,1991,1210
16313,12101,1,4,1991,138
16314,12101,1,5,1991,557
16315,12103,1,8,1991,81
16316,12103,1,7,1991,40
16317,12103,1,1,1991,1609
16318,12103,1,6,1991,624
16319,12103,1,2,1991,56
16320,12103,1,3,1991,2541
16321,12103,1,9,1991,4321
16322,12103,1,4,1991,52
16323,12103,1,5,1991,1578
16324,12035,1,8,1991,2
16325,12035,1,7,1991,1
16326,12035,1,1,1991,22
16327,12035,1,6,1991,18
16328,12035,1,2,1991,0
16329,12035,1,3,1991,51
16330,12035,1,9,1991,166
16331,12035,1,4,1991,0
16332,12035,1,5,1991,122
16333,12107,1,8,1991,1
16334,12107,1,7,1991,3
16335,12107,1,1,1991,37
16336,12107,1,6,1991,34
16337,12107,1,2,1991,0
16338,12107,1,3,1991,55
16339,12107,1,9,1991,181
16340,12107,1,4,1991,1
16341,12107,1,5,1991,100
16342,12109,1,8,1991,6
16343,12109,1,7,1991,4
16344,12109,1,1,1991,62
16345,12109,1,6,1991,48
16346,12109,1,2,1991,5
16347,12109,1,3,1991,118
16348,12109,1,9,1991,380
16349,12109,1,4,1991,11
16350,12109,1,5,1991,161
16351,12127,1,8,1991,19
16352,12127,1,7,1991,17
16353,12127,1,1,1991,717
16354,12127,1,6,1991,309
16355,12127,1,2,1991,21
16356,12127,1,3,1991,693
16357,12127,1,9,1991,1708
16358,12127,1,4,1991,43
16359,12127,1,5,1991,1124
16360,12001,1,8,1991,28
16361,12001,1,7,1991,13
16362,12001,1,1,1991,188
16363,12001,1,6,1991,95
16364,12001,1,2,1991,0
16365,12001,1,3,1991,366
16366,12001,1,9,1991,602
16367,12001,1,4,1991,33
16368,12001,1,5,1991,248
16369,12003,1,8,1991,0
16370,12003,1,7,1991,1
16371,12003,1,1,1991,3
16372,12003,1,6,1991,5
16373,12003,1,2,1991,0
16374,12003,1,3,1991,8
16375,12003,1,9,1991,31
16376,12003,1,4,1991,1
16377,12003,1,5,1991,107
16378,12007,1,8,1991,1
16379,12007,1,7,1991,1
16380,12007,1,1,1991,14
16381,12007,1,6,1991,0
16382,12007,1,2,1991,0
16383,12007,1,3,1991,27
16384,12007,1,9,1991,60
16385,12007,1,4,1991,1
16386,12007,1,5,1991,108
16387,12041,1,8,1991,1
16388,12041,1,7,1991,0
16389,12041,1,1,1991,2
16390,12041,1,6,1991,4
16391,12041,1,2,1991,0
16392,12041,1,3,1991,14
16393,12041,1,9,1991,78
16394,12041,1,4,1991,0
16395,12041,1,5,1991,27
16396,12075,1,8,1991,0
16397,12075,1,7,1991,0
16398,12075,1,1,1991,2
16399,12075,1,6,1991,1
16400,12075,1,2,1991,0
16401,12075,1,3,1991,4
16402,12075,1,9,1991,118
16403,12075,1,4,1991,0
16404,12075,1,5,1991,100
16405,12125,1,8,1991,0
16406,12125,1,7,1991,0
16407,12125,1,1,1991,4
16408,12125,1,6,1991,6
16409,12125,1,2,1991,0
16410,12125,1,3,1991,27
16411,12125,1,9,1991,19
16412,12125,1,4,1991,0
16413,12125,1,5,1991,79
16414,12095,1,8,1991,84
16415,12095,1,7,1991,31
16416,12095,1,1,1991,1045
16417,12095,1,6,1991,752
16418,12095,1,2,1991,8
16419,12095,1,3,1991,3246
16420,12095,1,9,1991,4053
16421,12095,1,4,1991,71
16422,12095,1,5,1991,1465
16423,12097,1,8,1991,26
16424,12097,1,7,1991,3
16425,12097,1,1,1991,133
16426,12097,1,6,1991,46
16427,12097,1,2,1991,0
16428,12097,1,3,1991,165
16429,12097,1,9,1991,870
16430,12097,1,4,1991,11
16431,12097,1,5,1991,287
16432,12049,1,8,1991,1
16433,12049,1,7,1991,0
16434,12049,1,1,1991,16
16435,12049,1,6,1991,9
16436,12049,1,2,1991,0
16437,12049,1,3,1991,20
16438,12049,1,9,1991,60
16439,12049,1,4,1991,11
16440,12049,1,5,1991,28
16441,12055,1,8,1991,9
16442,12055,1,7,1991,0
16443,12055,1,1,1991,46
16444,12055,1,6,1991,23
16445,12055,1,2,1991,0
16446,12055,1,3,1991,141
16447,12055,1,9,1991,367
16448,12055,1,4,1991,0
16449,12055,1,5,1991,125
16450,12105,1,8,1991,21
16451,12105,1,7,1991,8
16452,12105,1,1,1991,497
16453,12105,1,6,1991,186
16454,12105,1,2,1991,3
16455,12105,1,3,1991,1082
16456,12105,1,9,1991,1615
16457,12105,1,4,1991,47
16458,12105,1,5,1991,875
16459,12086,1,8,1991,317
16460,12086,1,7,1991,1462
16461,12086,1,1,1991,4051
16462,12086,1,6,1991,2884
16463,12086,1,2,1991,484
16464,12086,1,3,1991,9887
16465,12086,1,9,1991,10182
16466,12086,1,4,1991,40
16467,12086,1,5,1991,5152
16468,12027,1,8,1991,2
16469,12027,1,7,1991,7
16470,12027,1,1,1991,13
16471,12027,1,6,1991,6
16472,12027,1,2,1991,15
16473,12027,1,3,1991,50
16474,12027,1,9,1991,38
16475,12027,1,4,1991,44
16476,12027,1,5,1991,99
16477,12081,1,8,1991,15
16478,12081,1,7,1991,12
16479,12081,1,1,1991,234
16480,12081,1,6,1991,107
16481,12081,1,2,1991,10
16482,12081,1,3,1991,367
16483,12081,1,9,1991,765
16484,12081,1,4,1991,2
16485,12081,1,5,1991,366
16486,12115,1,8,1991,22
16487,12115,1,7,1991,15
16488,12115,1,1,1991,309
16489,12115,1,6,1991,159
16490,12115,1,2,1991,48
16491,12115,1,3,1991,839
16492,12115,1,9,1991,1182
16493,12115,1,4,1991,110
16494,12115,1,5,1991,624
16495,12057,1,8,1991,100
16496,12057,1,7,1991,73
16497,12057,1,1,1991,2050
16498,12057,1,6,1991,801
16499,12057,1,2,1991,23
16500,12057,1,3,1991,2773
16501,12057,1,9,1991,4764
16502,12057,1,4,1991,302
16503,12057,1,5,1991,1514
16504,12005,1,8,1991,11
16505,12005,1,7,1991,13
16506,12005,1,1,1991,103
16507,12005,1,6,1991,74
16508,12005,1,2,1991,28
16509,12005,1,3,1991,373
16510,12005,1,9,1991,555
16511,12005,1,4,1991,9
16512,12005,1,5,1991,146
16513,12013,1,8,1991,0
16514,12013,1,7,1991,0
16515,12013,1,1,1991,5
16516,12013,1,6,1991,7
16517,12013,1,2,1991,0
16518,12013,1,3,1991,12
16519,12013,1,9,1991,17
16520,12013,1,4,1991,1
16521,12013,1,5,1991,29
16522,12045,1,8,1991,0
16523,12045,1,7,1991,1
16524,12045,1,1,1991,4
16525,12045,1,6,1991,2
16526,12045,1,2,1991,1
16527,12045,1,3,1991,13
16528,12045,1,9,1991,16
16529,12045,1,4,1991,11
16530,12045,1,5,1991,23
16531,12059,1,8,1991,1
16532,12059,1,7,1991,0
16533,12059,1,1,1991,4
16534,12059,1,6,1991,3
16535,12059,1,2,1991,0
16536,12059,1,3,1991,20
16537,12059,1,9,1991,21
16538,12059,1,4,1991,0
16539,12059,1,5,1991,34
16540,12063,1,8,1991,0
16541,12063,1,7,1991,1
16542,12063,1,1,1991,35
16543,12063,1,6,1991,18
16544,12063,1,2,1991,0
16545,12063,1,3,1991,50
16546,12063,1,9,1991,90
16547,12063,1,4,1991,0
16548,12063,1,5,1991,131
16549,12133,1,8,1991,0
16550,12133,1,7,1991,3
16551,12133,1,1,1991,4
16552,12133,1,6,1991,7
16553,12133,1,2,1991,0
16554,12133,1,3,1991,17
16555,12133,1,9,1991,44
16556,12133,1,4,1991,0
16557,12133,1,5,1991,13
16558,12099,1,8,1991,120
16559,12099,1,7,1991,142
16560,12099,1,1,1991,1885
16561,12099,1,6,1991,1394
16562,12099,1,2,1991,27
16563,12099,1,3,1991,3807
16564,12099,1,9,1991,5601
16565,12099,1,4,1991,21
16566,12099,1,5,1991,1829
16567,12087,1,8,1991,19
16568,12087,1,7,1991,2
16569,12087,1,1,1991,90
16570,12087,1,6,1991,66
16571,12087,1,2,1991,4
16572,12087,1,3,1991,164
16573,12087,1,9,1991,529
16574,12087,1,4,1991,1
16575,12087,1,5,1991,380
16576,12011,1,8,1991,233
16577,12011,1,7,1991,103
16578,12011,1,1,1991,2839
16579,12011,1,6,1991,1544
16580,12011,1,2,1991,40
16581,12011,1,3,1991,7191
16582,12011,1,9,1991,8134
16583,12011,1,4,1991,173
16584,12011,1,5,1991,2836
16585,12009,1,8,1991,64
16586,12009,1,7,1991,2
16587,12009,1,1,1991,549
16588,12009,1,6,1991,226
16589,12009,1,2,1991,0
16590,12009,1,3,1991,696
16591,12009,1,9,1991,1699
16592,12009,1,4,1991,13
16593,12009,1,5,1991,676
16594,12117,1,8,1991,18
16595,12117,1,7,1991,3
16596,12117,1,1,1991,234
16597,12117,1,6,1991,141
16598,12117,1,2,1991,7
16599,12117,1,3,1991,921
16600,12117,1,9,1991,1782
16601,12117,1,4,1991,208
16602,12117,1,5,1991,304
16603,12061,1,8,1991,13
16604,12061,1,7,1991,3
16605,12061,1,1,1991,105
16606,12061,1,6,1991,61
16607,12061,1,2,1991,10
16608,12061,1,3,1991,193
16609,12061,1,9,1991,317
16610,12061,1,4,1991,1
16611,12061,1,5,1991,152
16612,12085,1,8,1991,20
16613,12085,1,7,1991,1
16614,12085,1,1,1991,123
16615,12085,1,6,1991,71
16616,12085,1,2,1991,4
16617,12085,1,3,1991,523
16618,12085,1,9,1991,408
16619,12085,1,4,1991,10
16620,12085,1,5,1991,237
16621,12093,1,8,1991,2
16622,12093,1,7,1991,0
16623,12093,1,1,1991,51
16624,12093,1,6,1991,11
16625,12093,1,2,1991,0
16626,12093,1,3,1991,69
16627,12093,1,9,1991,154
16628,12093,1,4,1991,2
16629,12093,1,5,1991,53
16630,12111,1,8,1991,11
16631,12111,1,7,1991,4
16632,12111,1,1,1991,218
16633,12111,1,6,1991,87
16634,12111,1,2,1991,21
16635,12111,1,3,1991,287
16636,12111,1,9,1991,841
16637,12111,1,4,1991,31
16638,12111,1,5,1991,320
16639,12015,1,8,1991,6
16640,12015,1,7,1991,1
16641,12015,1,1,1991,123
16642,12015,1,6,1991,61
16643,12015,1,2,1991,10
16644,12015,1,3,1991,176
16645,12015,1,9,1991,572
16646,12015,1,4,1991,16
16647,12015,1,5,1991,323
16648,12021,1,8,1991,47
16649,12021,1,7,1991,8
16650,12021,1,1,1991,178
16651,12021,1,6,1991,75
16652,12021,1,2,1991,73
16653,12021,1,3,1991,651
16654,12021,1,9,1991,857
16655,12021,1,4,1991,75
16656,12021,1,5,1991,350
16657,12043,1,8,1991,0
16658,12043,1,7,1991,0
16659,12043,1,1,1991,2
16660,12043,1,6,1991,0
16661,12043,1,2,1991,0
16662,12043,1,3,1991,3
16663,12043,1,9,1991,34
16664,12043,1,4,1991,0
16665,12043,1,5,1991,25
16666,12051,1,8,1991,1
16667,12051,1,7,1991,0
16668,12051,1,1,1991,16
16669,12051,1,6,1991,8
16670,12051,1,2,1991,0
16671,12051,1,3,1991,43
16672,12051,1,9,1991,115
16673,12051,1,4,1991,0
16674,12051,1,5,1991,38
16675,12071,1,8,1991,14
16676,12071,1,7,1991,12
16677,12071,1,1,1991,544
16678,12071,1,6,1991,185
16679,12071,1,2,1991,8
16680,12071,1,3,1991,1214
16681,12071,1,9,1991,1913
16682,12071,1,4,1991,57
16683,12071,1,5,1991,824
16684,12033,2,2,1991,22
16685,12033,2,4,1991,41
16686,12033,2,9,1991,129
16687,12033,2,8,1991,193
16688,12033,2,5,1991,997
16689,12033,2,1,1991,988
16690,12033,2,10,1991,1720
16691,12033,2,11,1991,100
16692,12033,2,6,1991,36
16693,12033,2,3,1991,1496
16694,12033,2,7,1991,263
16695,12091,2,2,1991,3
16696,12091,2,4,1991,17
16697,12091,2,9,1991,50
16698,12091,2,8,1991,43
16699,12091,2,5,1991,207
16700,12091,2,1,1991,251
16701,12091,2,10,1991,348
16702,12091,2,11,1991,3
16703,12091,2,6,1991,16
16704,12091,2,3,1991,692
16705,12091,2,7,1991,130
16706,12113,2,2,1991,2
16707,12113,2,4,1991,1
16708,12113,2,9,1991,36
16709,12113,2,8,1991,5
16710,12113,2,5,1991,109
16711,12113,2,1,1991,163
16712,12113,2,10,1991,194
16713,12113,2,11,1991,46
16714,12113,2,6,1991,12
16715,12113,2,3,1991,185
16716,12113,2,7,1991,49
16717,12131,2,2,1991,0
16718,12131,2,4,1991,3
16719,12131,2,9,1991,6
16720,12131,2,8,1991,7
16721,12131,2,5,1991,103
16722,12131,2,1,1991,100
16723,12131,2,10,1991,116
16724,12131,2,11,1991,19
16725,12131,2,6,1991,7
16726,12131,2,3,1991,72
16727,12131,2,7,1991,38
16728,12037,2,2,1991,0
16729,12037,2,4,1991,4
16730,12037,2,9,1991,9
16731,12037,2,8,1991,3
16732,12037,2,5,1991,22
16733,12037,2,1,1991,18
16734,12037,2,10,1991,27
16735,12037,2,11,1991,5
16736,12037,2,6,1991,2
16737,12037,2,3,1991,27
16738,12037,2,7,1991,17
16739,12039,2,2,1991,0
16740,12039,2,4,1991,15
16741,12039,2,9,1991,43
16742,12039,2,8,1991,37
16743,12039,2,5,1991,338
16744,12039,2,1,1991,122
16745,12039,2,10,1991,220
16746,12039,2,11,1991,27
16747,12039,2,6,1991,20
16748,12039,2,3,1991,144
16749,12039,2,7,1991,98
16750,12065,2,2,1991,0
16751,12065,2,4,1991,13
16752,12065,2,9,1991,8
16753,12065,2,8,1991,16
16754,12065,2,5,1991,56
16755,12065,2,1,1991,52
16756,12065,2,10,1991,81
16757,12065,2,11,1991,7
16758,12065,2,6,1991,2
16759,12065,2,3,1991,74
16760,12065,2,7,1991,35
16761,12073,2,2,1991,11
16762,12073,2,4,1991,39
16763,12073,2,9,1991,78
16764,12073,2,8,1991,157
16765,12073,2,5,1991,459
16766,12073,2,1,1991,495
16767,12073,2,10,1991,1044
16768,12073,2,11,1991,403
16769,12073,2,6,1991,20
16770,12073,2,3,1991,505
16771,12073,2,7,1991,235
16772,12077,2,2,1991,0
16773,12077,2,4,1991,0
16774,12077,2,9,1991,5
16775,12077,2,8,1991,0
16776,12077,2,5,1991,14
16777,12077,2,1,1991,8
16778,12077,2,10,1991,8
16779,12077,2,11,1991,3
16780,12077,2,6,1991,4
16781,12077,2,3,1991,27
16782,12077,2,7,1991,1
16783,12129,2,2,1991,0
16784,12129,2,4,1991,0
16785,12129,2,9,1991,4
16786,12129,2,8,1991,7
16787,12129,2,5,1991,25
16788,12129,2,1,1991,53
16789,12129,2,10,1991,23
16790,12129,2,11,1991,4
16791,12129,2,6,1991,1
16792,12129,2,3,1991,21
16793,12129,2,7,1991,22
16794,12023,2,2,1991,7
16795,12023,2,4,1991,9
16796,12023,2,9,1991,21
16797,12023,2,8,1991,19
16798,12023,2,5,1991,98
16799,12023,2,1,1991,100
16800,12023,2,10,1991,146
16801,12023,2,11,1991,10
16802,12023,2,6,1991,3
16803,12023,2,3,1991,230
16804,12023,2,7,1991,71
16805,12029,2,2,1991,0
16806,12029,2,4,1991,3
16807,12029,2,9,1991,8
16808,12029,2,8,1991,3
16809,12029,2,5,1991,14
16810,12029,2,1,1991,38
16811,12029,2,10,1991,26
16812,12029,2,11,1991,0
16813,12029,2,6,1991,7
16814,12029,2,3,1991,34
16815,12029,2,7,1991,12
16816,12047,2,2,1991,0
16817,12047,2,4,1991,1
16818,12047,2,9,1991,5
16819,12047,2,8,1991,1
16820,12047,2,5,1991,5
16821,12047,2,1,1991,17
16822,12047,2,10,1991,17
