id,group,year,population
12001,11,1993,10373
12001,12,1993,5829
12001,13,1993,1901
12003,1,1993,302
12003,2,1993,1289
12003,3,1993,1698
12003,4,1993,1717
12003,5,1993,1491
12003,6,1993,1363
12003,7,1993,3398
12003,8,1993,3140
12003,9,1993,2164
12003,10,1993,1395
12003,11,1993,978
12003,12,1993,482
12003,13,1993,145
12005,1,1993,2073
12005,2,1993,7817
12005,3,1993,9758
12005,4,1993,9630
12005,5,1993,8501
12005,6,1993,8814
12005,7,1993,22056
12005,8,1993,20741
12005,9,1993,15536
12005,10,1993,11942
12005,11,1993,10519
12005,12,1993,4900
12005,13,1993,1242
12007,1,1993,310
12007,2,1993,1224
12007,3,1993,1593
12007,4,1993,1615
12007,5,1993,1460
12007,6,1993,1598
12007,7,1993,4249
12007,8,1993,3815
12007,9,1993,2750
12007,10,1993,1964
12007,11,1993,1742
12007,12,1993,921
12007,13,1993,283
12009,1,1993,5307
12009,2,1993,22898
12009,3,1993,27941
12009,4,1993,26798
12009,5,1993,23452
12009,6,1993,23990
12009,7,1993,65248
12009,8,1993,63599
12009,9,1993,48865
12009,10,1993,43472
12009,11,1993,47097
12009,12,1993,22949
12009,13,1993,5641
12011,1,1993,19117
12011,2,1993,74301
12011,3,1993,85533
12011,4,1993,80380
12011,5,1993,69954
12011,6,1993,76092
12011,7,1993,223160
12011,8,1993,214121
12011,9,1993,147614
12011,10,1993,108799
12011,11,1993,131513
12011,12,1993,102418
12011,13,1993,31196
12013,1,1993,142
12013,2,1993,693
12013,3,1993,827
12013,4,1993,888
12013,5,1993,752
12013,6,1993,761
12013,7,1993,1817
12013,8,1993,1591
12013,9,1993,1305
12013,10,1993,973
12013,11,1993,923
12013,12,1993,577
12013,13,1993,204
12015,1,1993,953
12015,2,1993,4560
12015,3,1993,5618
12015,4,1993,5685
12015,5,1993,4930
12015,6,1993,4475
12015,7,1993,12131
12015,8,1993,13258
12015,9,1993,11971
12015,10,1993,16948
12015,11,1993,25463
12015,12,1993,13896
12015,13,1993,3414
12017,1,1993,838
12017,2,1993,3976
12017,3,1993,5146
12017,4,1993,5422
12017,5,1993,4364
12017,6,1993,3556
12017,7,1993,9932
12017,8,1993,11299
12017,9,1993,10643
12017,10,1993,13730
12017,11,1993,20178
12017,12,1993,10489
12017,13,1993,2425
12019,1,1993,1532
12019,2,1993,7340
12019,3,1993,9472
12019,4,1993,9875
12019,5,1993,8281
12019,6,1993,6923
12019,7,1993,17967
12019,8,1993,20153
12019,9,1993,14391
12019,10,1993,8385
12019,11,1993,6394
12019,12,1993,3149
12019,13,1993,1018
12021,1,1993,2513
12021,2,1993,8779
12021,3,1993,10590
12021,4,1993,9837
12021,5,1993,8816
12021,6,1993,9271
12021,7,1993,24458
12021,8,1993,23630
12021,9,1993,18991
12021,10,1993,20544
12021,11,1993,27733
12021,12,1993,14039
12021,13,1993,3140
12023,1,1993,662
12023,2,1993,2865
12023,3,1993,3671
12023,4,1993,3662
12023,5,1993,3280
12023,6,1993,2834
12023,7,1993,6728
12023,8,1993,6872
12023,9,1993,5322
12023,10,1993,4197
12023,11,1993,4161
12023,12,1993,1986
12023,13,1993,506
12086,1,1993,32816
12086,2,1993,119984
12086,3,1993,140000
12086,4,1993,135092
12086,5,1993,133337
12086,6,1993,135338
12086,7,1993,335816
12086,8,1993,300063
12086,9,1993,223649
12086,10,1993,178293
12086,11,1993,147794
12086,12,1993,90373
12086,13,1993,32094
12027,1,1993,387
12027,2,1993,1440
12027,3,1993,1695
12027,4,1993,1769
12027,5,1993,1765
12027,6,1993,1822
12027,7,1993,3806
12027,8,1993,3327
12027,9,1993,2607
12027,10,1993,2493
12027,11,1993,3209
12027,12,1993,1701
12027,13,1993,400
12029,1,1993,137
12029,2,1993,639
12029,3,1993,816
12029,4,1993,798
12029,5,1993,688
12029,6,1993,691
12029,7,1993,1605
12029,8,1993,1685
12029,9,1993,1433
12029,10,1993,1323
12029,11,1993,1238
12029,12,1993,528
12029,13,1993,126
12031,1,1993,11855
12031,2,1993,48305
12031,3,1993,54855
12031,4,1993,50449
12031,5,1993,44456
12031,6,1993,52077
12031,7,1993,129624
12031,8,1993,113717
12031,9,1993,75478
12031,10,1993,51879
12031,11,1993,44217
12031,12,1993,23790
12031,13,1993,7146
12033,1,1993,4129
12033,2,1993,16218
12033,3,1993,19652
12033,4,1993,19195
12033,5,1993,18949
12033,6,1993,21093
12033,7,1993,43615
12033,8,1993,39944
12033,9,1993,30413
12033,10,1993,22894
12033,11,1993,20669
12033,12,1993,10534
12033,13,1993,3079
12035,1,1993,276
12035,2,1993,1484
12035,3,1993,1800
12035,4,1993,1941
12035,5,1993,1589
12035,6,1993,1292
12035,7,1993,3547
12035,8,1993,4144
12035,9,1993,3651
12035,10,1993,4900
12035,11,1993,6810
12035,12,1993,2383
12035,13,1993,483
12037,1,1993,118
12037,2,1993,480
12037,3,1993,593
12037,4,1993,637
12037,5,1993,562
12037,6,1993,516
12037,7,1993,1266
12037,8,1993,1277
12037,9,1993,1261
12037,10,1993,1093
12037,11,1993,1001
12037,12,1993,511
12037,13,1993,193
12039,1,1993,714
12039,2,1993,2695
12039,3,1993,3562
12039,4,1993,3561
12039,5,1993,3265
12039,6,1993,2741
12039,7,1993,6247
12039,8,1993,6231
12039,9,1993,4592
12039,10,1993,3436
12039,11,1993,2950
12039,12,1993,1677
12039,13,1993,581
12041,1,1993,132
12041,2,1993,616
12041,3,1993,785
12041,4,1993,786
12041,5,1993,916
12041,6,1993,1099
12041,7,1993,1434
12041,8,1993,1524
12041,9,1993,1224
12041,10,1993,1033
12041,11,1993,987
12041,12,1993,416
12041,13,1993,141
12043,1,1993,92
12043,2,1993,441
12043,3,1993,581
12043,4,1993,570
12043,5,1993,471
12043,6,1993,374
12043,7,1993,1014
12043,8,1993,1025
12043,9,1993,949
12043,10,1993,1034
12043,11,1993,1162
12043,12,1993,494
12043,13,1993,104
12045,1,1993,166
12045,2,1993,575
12045,3,1993,778
12045,4,1993,857
12045,5,1993,757
12045,6,1993,725
12045,7,1993,2000
12045,8,1993,1820
12045,9,1993,1504
12045,10,1993,1290
12045,11,1993,1138
12045,12,1993,587
12045,13,1993,157
12047,1,1993,142
12047,2,1993,739
12047,3,1993,833
12047,4,1993,953
12047,5,1993,865
12047,6,1993,849
12047,7,1993,1826
12047,8,1993,1667
12047,9,1993,1215
12047,10,1993,866
12047,11,1993,749
12047,12,1993,435
12047,13,1993,123
12049,1,1993,410
12049,2,1993,1486
12049,3,1993,1864
12049,4,1993,1891
12049,5,1993,1784
12049,6,1993,1750
12049,7,1993,3578
12049,8,1993,3097
12049,9,1993,2298
12049,10,1993,1891
12049,11,1993,2067
12049,12,1993,1071
12049,13,1993,269
12051,1,1993,602
12051,2,1993,2056
12051,3,1993,2557
12051,4,1993,2526
12051,5,1993,2333
12051,6,1993,2140
12051,7,1993,4449
12051,8,1993,3757
12051,9,1993,2934
12051,10,1993,2207
12051,11,1993,1945
12051,12,1993,966
12051,13,1993,254
12053,1,1993,1038
12053,2,1993,4797
12053,3,1993,6079
12053,4,1993,6230
12053,5,1993,5306
12053,6,1993,4317
12053,7,1993,11289
12053,8,1993,12809
12053,9,1993,11158
12053,10,1993,14312
12053,11,1993,22709
12053,12,1993,10583
12053,13,1993,2154
12055,1,1993,786
12055,2,1993,3272
12055,3,1993,4111
12055,4,1993,4052
12055,5,1993,3467
12055,6,1993,2883
12055,7,1993,7443
12055,8,1993,7527
12055,9,1993,6584
12055,10,1993,8973
12055,11,1993,15134
12055,12,1993,8605
12055,13,1993,2000
12057,1,1993,13710
12057,2,1993,53206
12057,3,1993,62407
12057,4,1993,59208
12057,5,1993,54780
12057,6,1993,62858
12057,7,1993,154225
12057,8,1993,139238
12057,9,1993,97314
12057,10,1993,67625
12057,11,1993,64758
12057,12,1993,35337
12057,13,1993,10157
12059,1,1993,217
12059,2,1993,866
12059,3,1993,1129
12059,4,1993,1245
12059,5,1993,1141
12059,6,1993,1007
12059,7,1993,2450
12059,8,1993,2362
12059,9,1993,1978
12059,10,1993,1535
12059,11,1993,1470
12059,12,1993,848
12059,13,1993,271
12061,1,1993,985
12061,2,1993,4318
12061,3,1993,5346
12061,4,1993,5265
12061,5,1993,4709
12061,6,1993,4146
12061,7,1993,11127
12061,8,1993,11821
12061,9,1993,9543
12061,10,1993,10487
12061,11,1993,17027
12061,12,1993,9497
12061,13,1993,2299
12063,1,1993,499
12063,2,1993,2210
12063,3,1993,2897
12063,4,1993,3092
12063,5,1993,3390
12063,6,1993,3110
12063,7,1993,6760
12063,8,1993,6548
12063,9,1993,4950
12063,10,1993,3812
12063,11,1993,3432
12063,12,1993,2153
12063,13,1993,674
12065,1,1993,177
12065,2,1993,653
12065,3,1993,903
12065,4,1993,965
12065,5,1993,853
12065,6,1993,756
12065,7,1993,1796
12065,8,1993,1907
12065,9,1993,1388
12065,10,1993,1024
12065,11,1993,990
12065,12,1993,593
12065,13,1993,206
12067,1,1993,67
12067,2,1993,302
12067,3,1993,413
12067,4,1993,423
12067,5,1993,396
12067,6,1993,438
12067,7,1993,1058
12067,8,1993,863
12067,9,1993,622
12067,10,1993,503
12067,11,1993,429
12067,12,1993,206
12067,13,1993,51
12069,1,1993,1985
12069,2,1993,7956
12069,3,1993,9864
12069,4,1993,9683
12069,5,1993,8193
12069,6,1993,7210
12069,7,1993,19718
12069,8,1993,20569
12069,9,1993,17041
12069,10,1993,19155
12069,11,1993,27275
12069,12,1993,15570
12069,13,1993,4061
12071,1,1993,4230
12071,2,1993,17836
12071,3,1993,20514
12071,4,1993,19782
12071,5,1993,16961
12071,6,1993,17288
12071,7,1993,47049
12071,8,1993,46777
12071,9,1993,37660
12071,10,1993,40753
12071,11,1993,56559
12071,12,1993,30442
12071,13,1993,7355
12073,1,1993,2776
12073,2,1993,11251
12073,3,1993,13558
12073,4,1993,13071
12073,5,1993,18916
12073,6,1993,29531
12073,7,1993,35586
12073,8,1993,31950
12073,9,1993,21134
12073,10,1993,12423
12073,11,1993,10225
12073,12,1993,5492
12073,13,1993,1716
12075,1,1993,337
12075,2,1993,1532
12075,3,1993,1998
12075,4,1993,2006
12075,5,1993,1749
12075,6,1993,1369
12075,7,1993,3592
12075,8,1993,3847
12075,9,1993,3312
12075,10,1993,3145
12075,11,1993,3509
12075,12,1993,1664
12075,13,1993,386
12077,1,1993,69
12077,2,1993,295
12077,3,1993,405
12077,4,1993,413
12077,5,1993,381
12077,6,1993,433
12077,7,1993,1124
12077,8,1993,955
12077,9,1993,606
12077,10,1993,493
12077,11,1993,399
12077,12,1993,207
12077,13,1993,55
12079,1,1993,194
12079,2,1993,1133
12079,3,1993,1257
12079,4,1993,1354
12079,5,1993,1291
12079,6,1993,1163
12079,7,1993,2611
12079,8,1993,2349
12079,9,1993,1842
12079,10,1993,1430
12079,11,1993,1309
12079,12,1993,843
12079,13,1993,283
12081,1,1993,2810
12081,2,1993,11206
12081,3,1993,12969
12081,4,1993,12338
12081,5,1993,10584
12081,6,1993,10936
12081,7,1993,29236
12081,8,1993,28610
12081,9,1993,22176
12081,10,1993,22858
12081,11,1993,34114
12081,12,1993,21984
12081,13,1993,6588
12083,1,1993,2666
12083,2,1993,10840
12083,3,1993,13431
12083,4,1993,13479
12083,5,1993,11522
12083,6,1993,10289
12083,7,1993,26910
12083,8,1993,27553
12083,9,1993,22213
12083,10,1993,23161
12083,11,1993,32220
12083,12,1993,15761
12083,13,1993,3496
12085,1,1993,1187
12085,2,1993,4602
12085,3,1993,5735
12085,4,1993,5488
12085,5,1993,4833
12085,6,1993,4731
12085,7,1993,13016
12085,8,1993,14340
12085,9,1993,11533
12085,10,1993,11994
12085,11,1993,17993
12085,12,1993,10529
12085,13,1993,2550
12087,1,1993,1016
12087,2,1993,3512
12087,3,1993,4104
12087,4,1993,3694
12087,5,1993,3266
12087,6,1993,4375
12087,7,1993,13312
12087,8,1993,14296
12087,9,1993,11224
12087,10,1993,8934
12087,11,1993,7895
12087,12,1993,3640
12087,13,1993,784
12089,1,1993,636
12089,2,1993,2862
12089,3,1993,3527
12089,4,1993,3663
12089,5,1993,3125
12089,6,1993,2669
12089,7,1993,7236
12089,8,1993,7585
12089,9,1993,6028
12089,10,1993,4266
12089,11,1993,3300
12089,12,1993,1487
12089,13,1993,355
12091,1,1993,2398
12091,2,1993,9423
12091,3,1993,11234
12091,4,1993,10823
12091,5,1993,9385
12091,6,1993,11487
12091,7,1993,27038
12091,8,1993,23741
12091,9,1993,16852
12091,10,1993,12684
12091,11,1993,9942
12091,12,1993,4007
12091,13,1993,1077
12093,1,1993,519
12093,2,1993,1989
12093,3,1993,2406
12093,4,1993,2399
12093,5,1993,2135
12093,6,1993,1992
12093,7,1993,4509
12093,8,1993,4170
12093,9,1993,3275
12093,10,1993,3142
12093,11,1993,3322
12093,12,1993,1531
12093,13,1993,340
12095,1,1993,11987
12095,2,1993,44874
12095,3,1993,51936
12095,4,1993,49106
12095,5,1993,48228
12095,6,1993,63753
12095,7,1993,142891
12095,8,1993,116732
12095,9,1993,76007
12095,10,1993,52785
12095,11,1993,46482
12095,12,1993,24153
12095,13,1993,7609
12097,1,1993,1910
12097,2,1993,8028
12097,3,1993,9653
12097,4,1993,9657
12097,5,1993,8442
12097,6,1993,8754
12097,7,1993,21326
12097,8,1993,20177
12097,9,1993,14415
12097,10,1993,10629
12097,11,1993,10061
12097,12,1993,5245
12097,13,1993,1672
12099,1,1993,12431
12099,2,1993,47954
12099,3,1993,55050
12099,4,1993,51808
12099,5,1993,44776
12099,6,1993,47124
12099,7,1993,135798
12099,8,1993,133548
12099,9,1993,95586
12099,10,1993,83540
12099,11,1993,123215
12099,12,1993,85064
12099,13,1993,23462
12101,1,1993,3139
12101,2,1993,13549
12101,3,1993,16217
12101,4,1993,15954
12101,5,1993,13571
12101,6,1993,12953
12101,7,1993,34851
12101,8,1993,35572
12101,9,1993,28704
12101,10,1993,31600
12101,11,1993,51007
12101,12,1993,32406
12101,13,1993,7892
12103,1,1993,9522
12103,2,1993,38692
12103,3,1993,46201
12103,4,1993,45416
12103,5,1993,40814
12103,6,1993,43822
12103,7,1993,122932
12103,8,1993,126117
12103,9,1993,96097
12103,10,1993,84201
12103,11,1993,111674
12103,12,1993,80075
12103,13,1993,28657
12105,1,1993,6114
12105,2,1993,24923
12105,3,1993,29783
12105,4,1993,28857
12105,5,1993,26280
12105,6,1993,25317
12105,7,1993,59697
12105,8,1993,57676
12105,9,1993,45240
12105,10,1993,40274
12105,11,1993,48794
12105,12,1993,26638
12105,13,1993,7079
12107,1,1993,937
12107,2,1993,3863
12107,3,1993,4899
12107,4,1993,4969
12107,5,1993,4175
12107,6,1993,3486
12107,7,1993,8543
12107,8,1993,8987
12107,9,1993,7437
12107,10,1993,7249
12107,11,1993,7904
12107,12,1993,3703
12107,13,1993,850
12109,1,1993,1110
12109,2,1993,4895
12109,3,1993,6067
12109,4,1993,6184
12109,5,1993,5550
12109,6,1993,5023
12109,7,1993,13051
12109,8,1993,14958
12109,9,1993,11356
12109,10,1993,8885
12109,11,1993,9728
12109,12,1993,4750
12109,13,1993,1399
12111,1,1993,2281
12111,2,1993,9307
12111,3,1993,11190
12111,4,1993,10664
12111,5,1993,8808
12111,6,1993,8155
12111,7,1993,22784
12111,8,1993,22220
12111,9,1993,16481
12111,10,1993,16756
12111,11,1993,22529
12111,12,1993,11252
12111,13,1993,2433
12113,1,1993,1375
12113,2,1993,5919
12113,3,1993,7167
12113,4,1993,7338
12113,5,1993,5939
12113,6,1993,5384
12113,7,1993,15411
12113,8,1993,15296
12113,9,1993,11485
12113,10,1993,7835
12113,11,1993,6118
12113,12,1993,2642
12113,13,1993,693
12115,1,1993,2510
12115,2,1993,10931
12115,3,1993,13322
12115,4,1993,13260
12115,5,1993,11802
12115,6,1993,11514
12115,7,1993,32344
12115,8,1993,35968
12115,9,1993,30377
12115,10,1993,33339
12115,11,1993,51308
12115,12,1993,33758
12115,13,1993,10143
12117,1,1993,4337
12117,2,1993,18367
12117,3,1993,22985
12117,4,1993,23496
12117,5,1993,20047
12117,6,1993,20173
12117,7,1993,53918
12117,8,1993,55317
12117,9,1993,38508
12117,10,1993,23596
12117,11,1993,19777
12117,12,1993,10355
12117,13,1993,3034
12119,1,1993,453
12119,2,1993,1478
12119,3,1993,2016
12119,4,1993,1992
12119,5,1993,1780
12119,6,1993,1611
12119,7,1993,3968
12119,8,1993,3907
12119,9,1993,3432
12119,10,1993,4256
12119,11,1993,5940
12119,12,1993,2567
12119,13,1993,519
12121,1,1993,364
12121,2,1993,1548
12121,3,1993,2155
12121,4,1993,2259
12121,5,1993,2055
12121,6,1993,1571
12121,7,1993,3685
12121,8,1993,3970
12121,9,1993,3429
12121,10,1993,2974
12121,11,1993,2858
12121,12,1993,1675
12121,13,1993,569
12123,1,1993,264
12123,2,1993,1090
12123,3,1993,1391
12123,4,1993,1350
12123,5,1993,1179
12123,6,1993,987
12123,7,1993,2538
12123,8,1993,2441
12123,9,1993,1990
12123,10,1993,1669
12123,11,1993,1531
12123,12,1993,771
12123,13,1993,208
12125,1,1993,134
12125,2,1993,623
12125,3,1993,796
12125,4,1993,790
12125,5,1993,721
12125,6,1993,783
12125,7,1993,2825
12125,8,1993,2413
12125,9,1993,1318
12125,10,1993,759
12125,11,1993,578
12125,12,1993,235
12125,13,1993,78
12127,1,1993,4354
12127,2,1993,18814
12127,3,1993,22725
12127,4,1993,22746
12127,5,1993,22165
12127,6,1993,24376
12127,7,1993,53869
12127,8,1993,53928
12127,9,1993,41732
12127,10,1993,39547
12127,11,1993,50909
12127,12,1993,29974
12127,13,1993,9079
12129,1,1993,204
12129,2,1993,936
12129,3,1993,1270
12129,4,1993,1342
12129,5,1993,1111
12129,6,1993,832
12129,7,1993,2359
12129,8,1993,2765
12129,9,1993,2000
12129,10,1993,1356
12129,11,1993,1006
12129,12,1993,497
12129,13,1993,151
12131,1,1993,382
12131,2,1993,1533
12131,3,1993,2019
12131,4,1993,2091
12131,5,1993,1803
12131,6,1993,1639
12131,7,1993,4328
12131,8,1993,4515
12131,9,1993,3807
12131,10,1993,3456
12131,11,1993,3118
12131,12,1993,1466
12131,13,1993,403
12133,1,1993,242
12133,2,1993,980
12133,3,1993,1203
12133,4,1993,1319
12133,5,1993,1163
12133,6,1993,981
12133,7,1993,2223
12133,8,1993,2454
12133,9,1993,2091
12133,10,1993,1801
12133,11,1993,1714
12133,12,1993,995
12133,13,1993,320
12001,1,1994,2451
12001,2,1994,10003
12001,3,1994,12420
12001,4,1994,11727
12001,5,1994,17090
12001,6,1994,29706
12001,7,1994,32847
12001,8,1994,27884
12001,9,1994,19349
12001,10,1994,12070
12001,11,1994,10562
12001,12,1994,6078
12001,13,1994,1993
12003,1,1994,273
12003,2,1994,1296
12003,3,1994,1699
12003,4,1994,1729
12003,5,1994,1517
12003,6,1994,1348
12003,7,1994,3300
12003,8,1994,3205
12003,9,1994,2266
12003,10,1994,1430
12003,11,1994,1017
12003,12,1994,495
12003,13,1994,147
12005,1,1994,1934
12005,2,1994,7835
12005,3,1994,9968
12005,4,1994,9770
12005,5,1994,8645
12005,6,1994,8670
12005,7,1994,21785
12005,8,1994,21467
12005,9,1994,16253
12005,10,1994,12086
12005,11,1994,10809
12005,12,1994,5103
12005,13,1994,1313
12007,1,1994,311
12007,2,1994,1205
12007,3,1994,1600
12007,4,1994,1617
12007,5,1994,1485
12007,6,1994,1659
12007,7,1994,4409
12007,8,1994,4053
12007,9,1994,2916
12007,10,1994,2005
12007,11,1994,1781
12007,12,1994,952
12007,13,1994,294
12009,1,1994,5179
12009,2,1994,22598
12009,3,1994,28714
12009,4,1994,27701
12009,5,1994,24140
12009,6,1994,23299
12009,7,1994,63388
12009,8,1994,66374
12009,9,1994,51294
12009,10,1994,43947
12009,11,1994,48654
12009,12,1994,24588
12009,13,1994,6139
12011,1,1994,19299
12011,2,1994,75771
12011,3,1994,90108
12011,4,1994,84400
12011,5,1994,72986
12011,6,1994,76268
12011,7,1994,224821
12011,8,1994,224113
12011,9,1994,156774
12011,10,1994,110548
12011,11,1994,130090
12011,12,1994,102389
12011,13,1994,33060
12013,1,1994,134
12013,2,1994,697
12013,3,1994,842
12013,4,1994,904
12013,5,1994,779
12013,6,1994,780
12013,7,1994,1910
12013,8,1994,1695
12013,9,1994,1369
12013,10,1994,1004
12013,11,1994,931
12013,12,1994,576
12013,13,1994,208
12015,1,1994,1006
12015,2,1994,4501
12015,3,1994,5809
12015,4,1994,5884
12015,5,1994,5081
12015,6,1994,4397
12015,7,1994,12081
12015,8,1994,13787
12015,9,1994,12730
12015,10,1994,17165
12015,11,1994,25916
12015,12,1994,14536
12015,13,1994,3664
12017,1,1994,863
12017,2,1994,3904
12017,3,1994,5291
12017,4,1994,5596
12017,5,1994,4517
12017,6,1994,3497
12017,7,1994,9892
12017,8,1994,11688
12017,9,1994,11197
12017,10,1994,13938
12017,11,1994,20494
12017,12,1994,10986
12017,13,1994,2612
12019,1,1994,1611
12019,2,1994,7288
12019,3,1994,9791
12019,4,1994,10171
12019,5,1994,8531
12019,6,1994,6851
12019,7,1994,18008
12019,8,1994,20845
12019,9,1994,15182
12019,10,1994,8750
12019,11,1994,6661
12019,12,1994,3310
12019,13,1994,1071
12021,1,1994,2452
12021,2,1994,9077
12021,3,1994,11155
12021,4,1994,10287
12021,5,1994,9288
12021,6,1994,9385
12021,7,1994,24834
12021,8,1994,24860
12021,9,1994,20236
12021,10,1994,21404
12021,11,1994,29125
12021,12,1994,15007
12021,13,1994,3440
12023,1,1994,627
12023,2,1994,2903
12023,3,1994,3754
12023,4,1994,3730
12023,5,1994,3428
12023,6,1994,2951
12023,7,1994,7018
12023,8,1994,7260
12023,9,1994,5682
12023,10,1994,4321
12023,11,1994,4226
12023,12,1994,2063
12023,13,1994,532
12086,1,1994,32696
12086,2,1994,121570
12086,3,1994,145435
12086,4,1994,140119
12086,5,1994,137974
12086,6,1994,137729
12086,7,1994,339286
12086,8,1994,312561
12086,9,1994,233174
12086,10,1994,182027
12086,11,1994,151302
12086,12,1994,91426
12086,13,1994,33266
12027,1,1994,392
12027,2,1994,1446
12027,3,1994,1749
12027,4,1994,1823
12027,5,1994,1854
12027,6,1994,1892
12027,7,1994,3916
12027,8,1994,3437
12027,9,1994,2702
12027,10,1994,2536
12027,11,1994,3277
12027,12,1994,1783
12027,13,1994,425
12029,1,1994,129
12029,2,1994,654
12029,3,1994,842
12029,4,1994,820
12029,5,1994,719
12029,6,1994,692
12029,7,1994,1639
12029,8,1994,1777
12029,9,1994,1508
12029,10,1994,1362
12029,11,1994,1256
12029,12,1994,542
12029,13,1994,132
12031,1,1994,11551
12031,2,1994,47874
12031,3,1994,55957
12031,4,1994,51437
12031,5,1994,45431
12031,6,1994,51362
12031,7,1994,128033
12031,8,1994,116690
12031,9,1994,79134
12031,10,1994,52008
12031,11,1994,44912
12031,12,1994,24742
12031,13,1994,7528
12033,1,1994,3994
12033,2,1994,16036
12033,3,1994,19986
12033,4,1994,19408
12033,5,1994,19474
12033,6,1994,20974
12033,7,1994,43277
12033,8,1994,41040
12033,9,1994,31621
12033,10,1994,23068
12033,11,1994,21115
12033,12,1994,11042
12033,13,1994,3267
12035,1,1994,277
12035,2,1994,1518
12035,3,1994,1895
12035,4,1994,2048
12035,5,1994,1683
12035,6,1994,1309
12035,7,1994,3610
12035,8,1994,4392
12035,9,1994,3971
12035,10,1994,5087
12035,11,1994,7181
12035,12,1994,2689
12035,13,1994,545
12037,1,1994,103
12037,2,1994,483
12037,3,1994,595
12037,4,1994,643
12037,5,1994,557
12037,6,1994,494
12037,7,1994,1242
12037,8,1994,1321
12037,9,1994,1286
12037,10,1994,1122
12037,11,1994,997
12037,12,1994,521
12037,13,1994,195
12039,1,1994,668
12039,2,1994,2702
12039,3,1994,3598
12039,4,1994,3568
12039,5,1994,3326
12039,6,1994,2755
12039,7,1994,6246
12039,8,1994,6438
12039,9,1994,4802
12039,10,1994,3479
12039,11,1994,2978
12039,12,1994,1685
12039,13,1994,581
12041,1,1994,150
12041,2,1994,623
12041,3,1994,839
12041,4,1994,833
12041,5,1994,984
12041,6,1994,1200
12041,7,1994,1465
12041,8,1994,1623
12041,9,1994,1325
12041,10,1994,1085
12041,11,1994,1031
12041,12,1994,447
12041,13,1994,146
12043,1,1994,83
12043,2,1994,454
12043,3,1994,602
12043,4,1994,585
12043,5,1994,483
12043,6,1994,369
12043,7,1994,1016
12043,8,1994,1062
12043,9,1994,969
12043,10,1994,1049
12043,11,1994,1183
12043,12,1994,507
12043,13,1994,109
12045,1,1994,128
12045,2,1994,604
12045,3,1994,797
12045,4,1994,866
12045,5,1994,774
12045,6,1994,781
12045,7,1994,2148
12045,8,1994,1989
12045,9,1994,1594
12045,10,1994,1310
12045,11,1994,1157
12045,12,1994,595
12045,13,1994,162
12047,1,1994,140
12047,2,1994,736
12047,3,1994,843
12047,4,1994,945
12047,5,1994,870
12047,6,1994,866
12047,7,1994,1829
12047,8,1994,1733
12047,9,1994,1291
12047,10,1994,883
12047,11,1994,775
12047,12,1994,444
12047,13,1994,131
12049,1,1994,406
12049,2,1994,1527
12049,3,1994,1911
12049,4,1994,1924
12049,5,1994,1858
12049,6,1994,1810
12049,7,1994,3696
12049,8,1994,3232
12049,9,1994,2398
12049,10,1994,1914
12049,11,1994,2129
12049,12,1994,1121
12049,13,1994,283
12051,1,1994,575
12051,2,1994,2117
12051,3,1994,2650
12051,4,1994,2623
12051,5,1994,2484
12051,6,1994,2306
12051,7,1994,4693
12051,8,1994,3954
12051,9,1994,3065
12051,10,1994,2266
12051,11,1994,2045
12051,12,1994,1019
12051,13,1994,272
12053,1,1994,964
12053,2,1994,4900
12053,3,1994,6290
12053,4,1994,6440
12053,5,1994,5480
12053,6,1994,4319
12053,7,1994,11357
12053,8,1994,13314
12053,9,1994,11826
12053,10,1994,14326
12053,11,1994,23064
12053,12,1994,11433
12053,13,1994,2363
12055,1,1994,818
12055,2,1994,3275
12055,3,1994,4249
12055,4,1994,4172
12055,5,1994,3642
12055,6,1994,2943
12055,7,1994,7467
12055,8,1994,7860
12055,9,1994,6941
12055,10,1994,9036
12055,11,1994,15393
12055,12,1994,9043
12055,13,1994,2135
12057,1,1994,13564
12057,2,1994,53277
12057,3,1994,64262
12057,4,1994,60596
12057,5,1994,55646
12057,6,1994,61975
12057,7,1994,153236
12057,8,1994,142965
12057,9,1994,101598
12057,10,1994,68181
12057,11,1994,65185
12057,12,1994,36355
12057,13,1994,10642
12059,1,1994,216
12059,2,1994,862
12059,3,1994,1159
12059,4,1994,1259
12059,5,1994,1167
12059,6,1994,1055
12059,7,1994,2599
12059,8,1994,2501
12059,9,1994,2073
12059,10,1994,1579
12059,11,1994,1482
12059,12,1994,859
12059,13,1994,281
12061,1,1994,929
12061,2,1994,4362
12061,3,1994,5513
12061,4,1994,5422
12061,5,1994,4873
12061,6,1994,4116
12061,7,1994,11053
12061,8,1994,12279
12061,9,1994,10098
12061,10,1994,10553
12061,11,1994,17042
12061,12,1994,9940
12061,13,1994,2463
12063,1,1994,527
12063,2,1994,2171
12063,3,1994,2949
12063,4,1994,3085
12063,5,1994,3441
12063,6,1994,3133
12063,7,1994,6821
12063,8,1994,6780
12063,9,1994,5189
12063,10,1994,3886
12063,11,1994,3480
12063,12,1994,2170
12063,13,1994,708
12065,1,1994,135
12065,2,1994,672
12065,3,1994,907
12065,4,1994,958
12065,5,1994,880
12065,6,1994,792
12065,7,1994,1857
12065,8,1994,2018
12065,9,1994,1492
12065,10,1994,1056
12065,11,1994,1021
12065,12,1994,608
12065,13,1994,211
12067,1,1994,58
12067,2,1994,316
12067,3,1994,427
12067,4,1994,424
12067,5,1994,411
12067,6,1994,474
