id,year,income
12109,2011,51056
12109,2012,54156
12109,2013,54082
12111,1986,12778
12111,1987,13414
12111,1988,15120
12111,1989,15921
12111,1990,15870
12111,1991,16002
12111,1992,16261
12111,1993,16883
12111,1994,17489
12111,1995,18650
12111,1996,19381
12111,1997,20037
12111,1998,21132
12111,1999,21697
12111,2000,23098
12111,2001,24014
12111,2002,24066
12111,2003,24455
12111,2004,26983
12111,2005,27683
12111,2006,28282
12111,2007,28926
12111,2008,29941
12111,2009,28832
12111,2010,29742
12111,2011,31289
12111,2012,30932
12111,2013,31182
12113,1986,13774
12113,1987,14295
12113,1988,15016
12113,1989,15755
12113,1990,16486
12113,1991,17265
12113,1992,18106
12113,1993,18669
12113,1994,19462
12113,1995,20121
12113,1996,21345
12113,1997,22106
12113,1998,22856
12113,1999,23521
12113,2000,25167
12113,2001,26421
12113,2002,26362
12113,2003,27382
12113,2004,29403
12113,2005,31068
12113,2006,33300
12113,2007,34541
12113,2008,35031
12113,2009,34728
12113,2010,35337
12113,2011,36779
12113,2012,37542
12113,2013,37739
12115,1986,20736
12115,1987,22068
12115,1988,23641
12115,1989,27303
12115,1990,27957
12115,1991,27665
12115,1992,29014
12115,1993,29684
12115,1994,31278
12115,1995,32073
12115,1996,33582
12115,1997,35381
12115,1998,37782
12115,1999,38684
12115,2000,41315
12115,2001,41757
12115,2002,42385
12115,2003,43316
12115,2004,47040
12115,2005,50082
12115,2006,54360
12115,2007,55755
12115,2008,55318
12115,2009,50189
12115,2010,51177
12115,2011,54569
12115,2012,56244
12115,2013,56661
12117,1986,15742
12117,1987,16525
12117,1988,18113
12117,1989,19389
12117,1990,19761
12117,1991,21465
12117,1992,22307
12117,1993,23181
12117,1994,23839
12117,1995,24747
12117,1996,25992
12117,1997,27337
12117,1998,29134
12117,1999,30489
12117,2000,31966
12117,2001,33390
12117,2002,34070
12117,2003,35311
12117,2004,37925
12117,2005,40176
12117,2006,42579
12117,2007,44152
12117,2008,43435
12117,2009,40022
12117,2010,40112
12117,2011,41066
12117,2012,42484
12117,2013,42986
12119,1986,9941
12119,1987,10518
12119,1988,11329
12119,1989,12141
12119,1990,12425
12119,1991,12760
12119,1992,13526
12119,1993,13889
12119,1994,14336
12119,1995,14839
12119,1996,14836
12119,1997,14922
12119,1998,15549
12119,1999,15971
12119,2000,16508
12119,2001,18029
12119,2002,18209
12119,2003,19630
12119,2004,21705
12119,2005,23515
12119,2006,25103
12119,2007,25920
12119,2008,27601
12119,2009,27838
12119,2010,30094
12119,2011,34124
12119,2012,36921
12119,2013,37206
12121,1986,10746
12121,1987,11120
12121,1988,12626
12121,1989,13761
12121,1990,14743
12121,1991,15001
12121,1992,15723
12121,1993,16166
12121,1994,16727
12121,1995,17843
12121,1996,18550
12121,1997,18571
12121,1998,19480
12121,1999,19791
12121,2000,20013
12121,2001,21603
12121,2002,21688
12121,2003,22349
12121,2004,23894
12121,2005,24836
12121,2006,25867
12121,2007,27554
12121,2008,27364
12121,2009,26271
12121,2010,27383
12121,2011,27586
12121,2012,27809
12121,2013,28501
12123,1986,11329
12123,1987,11380
12123,1988,12479
12123,1989,13138
12123,1990,13718
12123,1991,13784
12123,1992,14859
12123,1993,15225
12123,1994,16374
12123,1995,16803
12123,1996,17030
12123,1997,17563
12123,1998,18306
12123,1999,18529
12123,2000,19764
12123,2001,20453
12123,2002,20516
12123,2003,20257
12123,2004,21819
12123,2005,23240
12123,2006,23909
12123,2007,24710
12123,2008,24822
12123,2009,24696
12123,2010,26370
12123,2011,27557
12123,2012,26790
12123,2013,27395
12125,1986,7625
12125,1987,8208
12125,1988,9223
12125,1989,9666
12125,1990,10041
12125,1991,9636
12125,1992,10307
12125,1993,10511
12125,1994,10637
12125,1995,11493
12125,1996,11757
12125,1997,12782
12125,1998,13155
12125,1999,13479
12125,2000,14118
12125,2001,14570
12125,2002,14750
12125,2003,15976
12125,2004,16723
12125,2005,17372
12125,2006,18418
12125,2007,18390
12125,2008,18156
12125,2009,18884
12125,2010,19411
12125,2011,20081
12125,2012,19985
12125,2013,20321
12127,1986,14057
12127,1987,14584
12127,1988,15430
12127,1989,16435
12127,1990,16730
12127,1991,16745
12127,1992,17275
12127,1993,17869
12127,1994,18499
12127,1995,19577
12127,1996,20555
12127,1997,21362
12127,1998,22267
12127,1999,22952
12127,2000,24298
12127,2001,25658
12127,2002,26075
12127,2003,26866
12127,2004,28844
12127,2005,30108
12127,2006,31656
12127,2007,33010
12127,2008,33219
12127,2009,31530
12127,2010,32763
12127,2011,33659
12127,2012,34182
12127,2013,34530
12129,1986,11176
12129,1987,11790
12129,1988,12889
12129,1989,14075
12129,1990,14636
12129,1991,14856
12129,1992,15160
12129,1993,15453
12129,1994,16026
12129,1995,18236
12129,1996,19203
12129,1997,20324
12129,1998,21024
12129,1999,21553
12129,2000,23275
12129,2001,24674
12129,2002,23996
12129,2003,24656
12129,2004,25766
12129,2005,26997
12129,2006,28237
12129,2007,29594
12129,2008,30723
12129,2009,28873
12129,2010,29207
12129,2011,29974
12129,2012,30256
12129,2013,30699
12131,1986,10009
12131,1987,10010
12131,1988,10805
12131,1989,11618
12131,1990,12645
12131,1991,13065
12131,1992,13978
12131,1993,14923
12131,1994,15462
12131,1995,16223
12131,1996,16755
12131,1997,16960
12131,1998,17871
12131,1999,18527
12131,2000,19723
12131,2001,21326
12131,2002,23833
12131,2003,23505
12131,2004,26042
12131,2005,28604
12131,2006,30916
12131,2007,31725
12131,2008,32477
12131,2009,31231
12131,2010,33456
12131,2011,36498
12131,2012,38072
12131,2013,37976
12133,1986,9734
12133,1987,10122
12133,1988,10854
12133,1989,11517
12133,1990,12214
12133,1991,12930
12133,1992,13955
12133,1993,14194
12133,1994,14876
12133,1995,15419
12133,1996,15789
12133,1997,16387
12133,1998,17101
12133,1999,17605
12133,2000,18232
12133,2001,18838
12133,2002,19285
12133,2003,20297
12133,2004,21488
12133,2005,22983
12133,2006,23632
12133,2007,24660
12133,2008,23971
12133,2009,23741
12133,2010,24760
12133,2011,25323
12133,2012,24703
12133,2013,25248
